check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	425	CLOSED	no	invalid-skip	skip	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	N/A	invalid-skip ProseMirror clickOn event API		N/A: skipped; ProseMirror clickOn callback semantics have no Slate-v2 API equivalent	The clickOn event is not fired for inline nodes in 0.9.0	https://github.com/ProseMirror/prosemirror/issues/425	The clickOn callback API is ProseMirror-specific. The portable trailing-inline caret behavior is closed separately by #420.
[x]	426	CLOSED	no	invalid-skip	skip	uncertain-nonportable	Skip: no portable editor invariant detected	N/A	invalid-skip ProseMirror tag/repo maintenance		N/A: skipped; ProseMirror tag/master mismatch has no Slate-v2 equivalent	0.9.0 tag and one more commit not in master	https://github.com/ProseMirror/prosemirror/issues/426	Repository tag history mismatch is maintenance noise, not a portable editor behavior invariant.
[x]	427	CLOSED	yes	test-written	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 table clipboard behavior owner	focused empty table-cell paste browser proof	.tmp/slate-v2/playwright/integration/examples/tables.test.ts:279 "pastes plain text into an empty table cell without throwing"	PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --project=firefox --project=webkit --grep "keeps Enter stable inside an empty table cell|pastes plain text into an empty table cell|moves right from an empty cell|moves between table cells"	Pasting text into an empty table cell throws error	https://github.com/ProseMirror/prosemirror/issues/427	Portable table clipboard invariant. Slate v2 now has cross-browser table proof that pasting plain text into an existing empty cell does not throw, keeps the table mounted, writes the pasted text into the target cell, and leaves selection after the pasted text. Neighboring empty-cell Enter/navigation slice also passed across Chromium, Firefox, and WebKit.
[x]	428	CLOSED	yes	covered-by-existing-test	keep-portable	table-grid-editing	Tables, cells, rows, columns, grid selection	Slate-v2 table Enter behavior owner	focused browser table-cell Enter proof	.tmp/slate-v2/playwright/integration/examples/tables.test.ts:240 "keeps Enter from splitting inside a table cell"; .tmp/slate-v2/playwright/integration/examples/tables.test.ts:256 "keeps Enter stable inside an empty table cell"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "keeps Enter stable inside an empty table cell|keeps Enter from splitting inside a table cell"	Pressing enter in an empty paragraph inside a table cell throws error	https://github.com/ProseMirror/prosemirror/issues/428	Portable table-cell Enter invariant. Existing Slate-v2 table browser proofs cover Enter inside empty/non-empty table cells without throwing or splitting wrongly; focused command passed.
[x]	430	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 blur/caret visual owner	focused Tab-away blur/caret-hidden proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:1952 "hides the visible caret after tabbing out of the editor"; helper .tmp/slate-v2/packages/slate-browser/src/playwright/index.ts:4689 noVisibleCaretInRoot	PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --project=firefox --project=webkit --grep "hides the visible caret after tabbing out"	Tabbing out of a ProseMirror editor while the cursor is visible doesn't hide the cursor	https://github.com/ProseMirror/prosemirror/issues/430	Portable Tab-away blur/caret invariant. Slate v2 now has a focused richtext browser proof that starts from a visible focused caret, tabs to an outside input in Chromium and Firefox, asserts focus leaves the editor, asserts the editor no longer owns a paintable focused caret through slate-browser, keeps model selection, and proves follow-up refocus/editing. WebKit is explicitly scoped because Playwright does not advance Tab focus to the injected input there.
[x]	431	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	invalid-skip ProseMirror DOM event interception API		N/A: skipped; ProseMirror generic DOM event interception API request has no concrete Slate-v2 behavior invariant	Provide general way to intercept ProseMirror's handling of DOM events	https://github.com/ProseMirror/prosemirror/issues/431	This is a ProseMirror API request for generic event interception. It does not name a portable Slate-v2 behavior to test in this closure ledger.
[x]	432	CLOSED	yes	deferred-with-owner	defer	table-grid-editing	Tables, cells, rows, columns, grid selection	Slate-v2 Firefox table native-control owner	Firefox inline-table-editing/object-resizing proof required		deferred: add Firefox table native-control suppression proof before runtime/browser work	Disable inline table editing and resizing controls in Firefox	https://github.com/ProseMirror/prosemirror/issues/432	Relevant browser/table invariant, but closure requires Firefox proof that native table editing/resizing controls are disabled. Chromium table tests do not prove this.
[x]	434	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 HTML parser/schema capability owner	parseability API/contract proof required		deferred: design or link a can-parse HTML/schema contract before marking covered	Ability to know if HTML content can be parsed by the schema	https://github.com/ProseMirror/prosemirror/issues/434	Relevant parser/API DX pressure, but no exact Slate-v2 API currently proves a boolean can-parse check for arbitrary HTML against schema.
[x]	435	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 drag/drop visual geometry owner	cross-browser block drop-target visual proof	.tmp/slate-v2/playwright/integration/examples/images.test.ts:423 "shows a drop cursor when dragging over an image void"; .tmp/slate-v2/playwright/integration/examples/images.test.ts:479 "positions the image drop cursor inside a transformed editor"	PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/images.test.ts --project=chromium --project=firefox --project=webkit --grep "shows a drop cursor when dragging over an image void|positions the image drop cursor inside a transformed editor"	Jumpy drop target for block nodes	https://github.com/ProseMirror/prosemirror/issues/435	Portable block drop-target visual invariant. Existing Slate-v2 image proof asserts root-owned drop cursor geometry at top and bottom edges of a block image void, plus transformed-editor coordinate stability, across Chromium, Firefox, and WebKit; focused command passed.
[x]	439	CLOSED	no	invalid-skip	skip	plate-plugin-policy	Product/plugin policy above Slate core	N/A	invalid-skip obsolete IE11 tooltip UI		N/A: skipped; IE11 tooltip icon rendering is obsolete product UI, not Slate-v2 core behavior	Tooltip Menu icons don't show up in IE11	https://github.com/ProseMirror/prosemirror/issues/439	IE11 tooltip menu icons are historical ProseMirror/Plate UI support noise and outside Slate-v2 behavior closure.
[x]	441	CLOSED	yes	deferred-with-owner	defer	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	Slate-v2 splitNodes API owner	splitNodes depth/type/attrs contract proof required		deferred: evaluate splitNodes depth/type/attrs API before adding or linking proof	The split transform should accept an optional array of new type/attrs pairs	https://github.com/ProseMirror/prosemirror/issues/441	Relevant transform API pressure, but existing splitNodes tests do not prove caller-controlled type/attrs per split depth.
[x]	442	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2/Plate DOM parser contextual-rule owner	contextual DOM parse rule proof required		deferred: add/link contextual paste parse proof, e.g. br inside code block, before closure	Support scoped rules in DOM parser	https://github.com/ProseMirror/prosemirror/issues/442	Relevant paste/parser invariant, but no exact Slate-v2 proof shows scoped DOM parser rules such as br parsing differently inside code blocks.
[x]	443	CLOSED	yes	deferred-with-owner	defer	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	Slate-v2/Plate constrained list behavior owner	constrained list item Enter proof required		deferred: add focused constrained-list-item Enter proof before runtime/plugin work	Cannot insert new list items with more constrained content in schema	https://github.com/ProseMirror/prosemirror/issues/443	Relevant list/schema invariant, but existing list tests do not prove Enter in a schema-constrained list item avoids invalid structure.
[x]	444	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Unmaintained Makefile	https://github.com/ProseMirror/prosemirror/issues/444	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	446	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Plate markdown hard-break serializer owner	markdown hard-line-break round-trip proof required outside Slate-v2-only edits		deferred: Plate markdown serializer behavior; do not patch Plate in Slate-v2-only run	Hard line break at end of markdown is converted to backslash	https://github.com/ProseMirror/prosemirror/issues/446	Markdown hard-break serialization is Plate markdown package behavior, not raw Slate-v2. Under Slate-v2-only scope this is a concrete Plate defer.
[x]	447	CLOSED	yes	covered-by-existing-test	keep-portable	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	Slate-v2 inline/markable void boundary owner	generated browser inline/void mark boundary proof	.tmp/slate-v2/playwright/stress/generated-editing.test.ts:199 family inline-void-boundary-navigation; .tmp/slate-v2/playwright/stress/generated-editing.test.ts:304 family markable-inline-void-formatting; .tmp/slate-v2/playwright/stress/generated-editing.test.ts:376 family block-void-navigation	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "inline-void-boundary-navigation|markable-inline-void-formatting|block-void-navigation|selection-repair-ime|ime-composition-inline-void-boundary|ime-composition-undo"	"Cannot read property 'nodeSize' of undefined" when crossing image boundaries?	https://github.com/ProseMirror/prosemirror/issues/447	Portable mark/selection around image-void boundaries invariant. Generated Slate-v2 stress covers inline void navigation, markable inline void formatting, and block void navigation; focused command passed.
[x]	448	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 deletion/range rebase owner	focused package delete/range-rebase proof	.tmp/slate-v2/packages/slate/test/operations-contract.ts:795 "rebases selection to the next text when remove_node deletes the selected leading empty text"; .tmp/slate-v2/packages/slate/test/operations-contract.ts:826 "rebases selection to the previous text end when remove_node deletes the selected trailing empty text"; .tmp/slate-v2/packages/slate/test/delete-contract.ts:181 "deletes forward across adjacent text leaves with different marks"; .tmp/slate-v2/packages/slate/test/delete-contract.ts:207 "deletes backward across adjacent text leaves with different marks"	bun test ./packages/slate/test/operations-contract.ts ./packages/slate/test/delete-contract.ts -t "rebases selection to the next text when remove_node deletes the selected leading empty text|rebases selection to the previous text end when remove_node deletes the selected trailing empty text|deletes backward across adjacent text leaves with different marks|deletes forward across adjacent text leaves with different marks"	Range errors on deletion	https://github.com/ProseMirror/prosemirror/issues/448	Portable deletion range-error invariant. Existing package contracts cover leading/trailing empty-text selection rebasing and adjacent marked-leaf deletion; focused command passed.
[x]	452	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	 tooltipMenu closes when the page is edited collaboratively 	https://github.com/ProseMirror/prosemirror/issues/452	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	453	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	Documentation outdated around MenuGroup	https://github.com/ProseMirror/prosemirror/issues/453	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	454	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Version in package.json	https://github.com/ProseMirror/prosemirror/issues/454	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	455	CLOSED	no	invalid-skip	skip	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	N/A	invalid-skip support/how-to HTML export question		N/A: skipped; how-to HTML export question names no Slate-v2 regression or invariant	How to get HTML out of editor?	https://github.com/ProseMirror/prosemirror/issues/455	This is a support question asking how to get HTML out of ProseMirror, not a concrete portable Slate-v2 behavior to close.
[x]	456	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/integration/examples/images.test.ts	cross-browser blurred void-node click selection oracle	.tmp/slate-v2/playwright/integration/examples/images.test.ts:242 selects an image after outside blur and repeated block clicks	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/images.test.ts --project=chromium --project=firefox --project=webkit --grep "selects an image after outside blur and repeated block clicks"	sometimes setNodeSelection does not do anything	https://github.com/ProseMirror/prosemirror/issues/456	ProseMirror #456 reports node selection sometimes doing nothing. Slate-v2 now has an adjacent-image void browser oracle that starts from a text caret, blurs outside the editor, clicks a void node, then repeats click churn across adjacent void nodes while verifying model/native selection, no double highlight, and no Slate DOM/selection runtime errors across Chromium, Firefox, and WebKit.
[x]	457	CLOSED	no	invalid-skip	skip	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	N/A	invalid-skip ProseMirror repo build script bug		N/A: skipped; ProseMirror npm clone URL typo has no Slate-v2 equivalent	build fails on prosemirrorprosemirror-model	https://github.com/ProseMirror/prosemirror/issues/457	This is a historical ProseMirror build/install script failure, not a portable editor behavior invariant.
[x]	458	CLOSED	yes	covered-by-existing-test	keep-portable	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	Slate-v2 IME/composition owner	generated browser IME selection/composition proof	.tmp/slate-v2/playwright/stress/generated-editing.test.ts:1015 family selection-repair-ime; .tmp/slate-v2/playwright/stress/generated-editing.test.ts:1049 family ime-composition-inline-void-boundary; .tmp/slate-v2/playwright/stress/generated-editing.test.ts:1105 family ime-composition-undo	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "inline-void-boundary-navigation|markable-inline-void-formatting|block-void-navigation|selection-repair-ime|ime-composition-inline-void-boundary|ime-composition-undo"	Uncaught RangeError occur when typing a korean always.	https://github.com/ProseMirror/prosemirror/issues/458	Portable IME range-error invariant. Existing generated stress covers composition selection repair, composition near inline void boundaries, and composition undo; focused command passed.
[x]	459	CLOSED	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts	Chromium Google Docs BIU paste proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:777 preserves Google Docs BIU formatting from rich HTML paste	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "keeps inline HTML marks bounded to their source text|imports a blank paragraph without duplicating its line break|preserves Google Docs font-size spans from rich HTML paste|preserves text color and background color from rich HTML paste|preserves Google Docs BIU formatting from rich HTML paste|imports paragraph alignment from CSS and legacy align HTML|normalizes extra newlines from multiline HTML paragraphs|preserves non-collapsible spaces from rich HTML paste|sanitizes executable rich HTML paste payloads|imports Google Docs table HTML with cell paragraphs|imports Google Sheets table HTML as table rows and cells"	Simple Copy Paste from google docs yields bold text	https://github.com/ProseMirror/prosemirror/issues/459	Slate-v2 preserves Google Docs bold/italic/underline formatting on paste; focused command passed.
[x]	460	CLOSED	yes	test-written	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts; .tmp/slate-v2/packages/slate-react/src/editable/root-interaction-controller.ts	cross-browser modifier-state mouse click and paste proof	.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts:122 "pastes at the clicked caret after Shift state is released"; runtime fix .tmp/slate-v2/packages/slate-react/src/editable/root-interaction-controller.ts ignored native text mouseup DOM import	PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/plaintext.test.ts --project=chromium --project=firefox --project=webkit --grep "pastes at the clicked caret after Shift state is released"	Editor enters bad state - no clickOn fired - view.shiftKey gets stuck on "true"	https://github.com/ProseMirror/prosemirror/issues/460	Fresh Slate-v2 regression first failed in Chromium: after a missed synthetic Shift keyup, DOM collapsed on click but the model selection stayed expanded. Runtime now re-imports ignored native text-click DOM selection on mouseup and the exact click/paste proof passes Chromium, Firefox, and WebKit.
[x]	461	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	How to add text-align to Node?	https://github.com/ProseMirror/prosemirror/issues/461	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	462	CLOSED	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw mobile active-mark owner	raw iOS/Android collapsed toggleMark proof required		deferred: requires raw iOS/Android collapsed mark toggle proof	'toggleMark' fails when selection is empty on iOS/Android	https://github.com/ProseMirror/prosemirror/issues/462	Relevant mobile active-mark invariant, but closure needs raw mobile keyboard/selection behavior, not desktop Playwright.
[x]	463	CLOSED	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw iOS deletion owner	raw iOS repeated-character Backspace proof required		deferred: requires raw iOS repeated-character Backspace proof	Cannot remove three of the same character with backspace on iOS	https://github.com/ProseMirror/prosemirror/issues/463	Relevant mobile deletion invariant, but the issue is iOS-specific and cannot be closed by desktop/browser viewport tests.
[x]	464	CLOSED	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw Android list deletion owner	raw Android list deletion/join proof required		deferred: requires raw Android list deletion proof	Inconsistent list item deletion join on Android	https://github.com/ProseMirror/prosemirror/issues/464	Relevant mobile list invariant, but it depends on Android native deletion behavior and needs raw-device proof.
[x]	465	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Product/plugin policy above Slate core	Plate list wrapping/merge owner	Plate ordered-list wrap merge proof required outside Slate-v2-only edits		deferred: Plate list plugin behavior; do not patch Plate in Slate-v2-only run	"Wrap in ordered list" should merge node with adjacent ordered lists	https://github.com/ProseMirror/prosemirror/issues/465	Wrap-in-list merge semantics are Plate/list plugin behavior, outside raw Slate-v2. Under Slate-v2-only scope this is a concrete Plate defer.
[x]	466	CLOSED	yes	deferred-with-owner	defer	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	Slate-v2/Plate list deletion type-boundary owner	mixed list-type deletion proof required		deferred: add focused deletion proof that bulleted and numbered lists do not incorrectly join	List item deletion should not join bulleted list with adjacent numbered list	https://github.com/ProseMirror/prosemirror/issues/466	Relevant list deletion invariant, but existing list tests do not prove Backspace/Delete preserves distinct adjacent bulleted vs numbered list types.
[x]	467	CLOSED	yes	covered-by-existing-test	keep-portable	collaboration-rebase	Collaboration, remote steps, shared history, rebasing	Slate-v2 collaboration adapter/history owner	focused package remote/local collab proof	.tmp/slate-v2/packages/slate/test/collab-history-runtime-contract.ts:175 "replays local operations remotely with deterministic snapshot and metadata"; .tmp/slate-v2/packages/slate/test/collab-history-runtime-contract.ts:242 "uses typed remote collaboration metadata to skip local undo history"; .tmp/slate-v2/packages/slate/test/collab-history-runtime-contract.ts:541 "rebases local undo and redo batches across remote text commits"; .tmp/slate-v2/packages/slate/test/collab-adapter-extension-contract.ts:171 "exports local commits and suppresses remote, skipped, paused, and cleaned-up loops without editor monkey-patches"	bun test ./packages/slate/test/collab-history-runtime-contract.ts ./packages/slate/test/collab-adapter-extension-contract.ts -t "replays local operations remotely with deterministic snapshot and metadata|uses typed remote collaboration metadata to skip local undo history|rebases local undo and redo batches across remote text commits|exports local commits and suppresses remote, skipped, paused, and cleaned-up loops without editor monkey-patches"	Collab ReceiveAction unexpectedly ignores own results	https://github.com/ProseMirror/prosemirror/issues/467	Portable collab own/remote replay invariant. Slate-v2 collab metadata and adapter tests prove local exports, remote suppression, history skip, and undo/redo rebase across remote commits; focused command passed.
[x]	468	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Add a command to "toggle" list items	https://github.com/ProseMirror/prosemirror/issues/468	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	469	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	ProseMirror-content pseudoselector `:before` fails to show when text is empty	https://github.com/ProseMirror/prosemirror/issues/469	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	470	CLOSED	no	invalid-skip	skip	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	N/A	invalid-skip ProseMirror docs stale API		N/A: skipped; ProseMirror setNodeSelection docs issue has no Slate-v2 behavior equivalent	setNodeSelection still documented in prosemirror-state's selection.js	https://github.com/ProseMirror/prosemirror/issues/470	This is stale ProseMirror documentation for a ProseMirror API, not a Slate-v2 runtime/API invariant.
[x]	471	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	event.code cannot be trusted in every language	https://github.com/ProseMirror/prosemirror/issues/471	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	472	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 native emoji insertion owner	native macOS emoji picker insertion proof required		deferred: requires native macOS emoji picker/input proof, not synthetic grapheme unit tests	cursor problem with emoji	https://github.com/ProseMirror/prosemirror/issues/472	Relevant Unicode input invariant, but the issue is native macOS emoji popup insertion/caret placement. Existing grapheme deletion tests do not prove native emoji picker behavior.
[x]	473	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 schema-constrained paste validation owner	schema-disallowed HTML paste validation proof required		deferred: add/link paste validation proof for schema-disallowed content before closure	Validate content against schema before paste	https://github.com/ProseMirror/prosemirror/issues/473	Relevant schema/paste invariant, but current tests do not prove disallowed HTML such as images is rejected before entering the document under a constrained schema.
[x]	474	CLOSED	yes	covered-by-existing-test	keep-portable	history-undo-redo	History, undo/redo, transaction grouping	Slate-v2 history grouping owner	focused package history grouping proof	.tmp/slate-v2/packages/slate-history/test/history-contract.ts:948 "merges typing after selected text replacement into one undo unit"; .tmp/slate-v2/packages/slate-history/test/history-contract.ts:975 "merges typing after multi-leaf selected text replacement into one undo unit"; .tmp/slate-v2/packages/slate-history/test/history-contract.ts:1072 "clears redo history when a new edit follows undo"	bun test ./packages/slate-history/test/history-contract.ts -t "keeps empty undo and redo stacks as no-op commands|merges typing after selected text replacement into one undo unit|merges typing after multi-leaf selected text replacement into one undo unit|clears redo history when a new edit follows undo"	History plugin will create change groups that are bigger than expected	https://github.com/ProseMirror/prosemirror/issues/474	Portable history grouping invariant. Slate-v2 history contracts prove selected replacement typing groups correctly and redo clears after a new edit; focused command passed.
[x]	475	CLOSED	no	invalid-skip	skip	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	N/A	invalid-skip iOS WebView integration support		N/A: skipped; generic React Native/iOS WebView integration support is outside Slate-v2 closure	Prosemirror in iOS webview is not working	https://github.com/ProseMirror/prosemirror/issues/475	The issue is an app/WebView integration support request with no concrete portable editor behavior or reproducible Slate-v2 invariant.
[x]	476	OPEN	yes	covered-by-existing-test	keep-portable	shadow-dom-browser	Shadow DOM, iframe, root-owner browser surfaces	Slate-v2 Shadow DOM owner	focused browser Shadow DOM proof	.tmp/slate-v2/playwright/integration/examples/shadow-dom.test.ts:77 "renders slate editor inside nested shadow"; .tmp/slate-v2/playwright/integration/examples/shadow-dom.test.ts:84 "renders slate editor inside nested shadow and edits content"; .tmp/slate-v2/playwright/integration/examples/shadow-dom.test.ts:177 "keeps shadow DOM ArrowLeft movement model-owned inside the shadow root"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/shadow-dom.test.ts --project=chromium --grep "shadow"	Does not work in Shadow DOM in Safari 10.	https://github.com/ProseMirror/prosemirror/issues/476	Portable Shadow DOM root/selection invariant. Existing Slate-v2 shadow-dom browser tests render, edit, type, and navigate inside nested Shadow DOM; focused command passed.
[x]	477	CLOSED	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 paste fallback/generated oracle owner	generated browser paste normalize/undo proof	.tmp/slate-v2/playwright/stress/generated-editing.test.ts:81 family paste-normalize-undo	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "paste-normalize-undo"	Reading paste changes from DOM is unreliable	https://github.com/ProseMirror/prosemirror/issues/477	Portable paste fallback robustness invariant. Generated paste-normalize-undo stress covers plaintext, richtext, and forced-layout paste/undo without illegal kernel transitions; focused command passed.
[x]	478	CLOSED	no	invalid-skip	skip	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	N/A	invalid-skip ProseMirror setNodeType API		N/A: skipped; ProseMirror setNodeType argument API has no Slate-v2 equivalent	setNodeType type argument cannot be omitted if attrs argument is given after	https://github.com/ProseMirror/prosemirror/issues/478	This is a ProseMirror transform API documentation/argument-shape issue, not a portable Slate-v2 behavior invariant.
[x]	479	CLOSED	yes	test-written	keep-portable	history-undo-redo	History, undo/redo, transaction grouping	Slate-v2 history empty-stack owner	fresh package empty undo/redo no-op proof	.tmp/slate-v2/packages/slate-history/test/history-contract.ts:94 "keeps empty undo and redo stacks as no-op commands"	bun test ./packages/slate-history/test/history-contract.ts -t "keeps empty undo and redo stacks as no-op commands|merges typing after selected text replacement into one undo unit|merges typing after multi-leaf selected text replacement into one undo unit|clears redo history when a new edit follows undo"	Excessive undo/redo causes JS error	https://github.com/ProseMirror/prosemirror/issues/479	Portable excessive undo/redo invariant. Fresh history package contract proves undo/redo on empty stacks is a no-op and does not throw; focused command passed.
[x]	480	CLOSED	yes	covered-by-existing-test	keep-portable	plate-plugin-policy	Product/plugin policy above Slate core	Slate-v2 markdown/code-block example owner	focused browser markdown/code-block input stability proof	.tmp/slate-v2/playwright/integration/examples/markdown-shortcuts.test.ts:353 "creates current markdown shortcuts and can undo and redo a heading shortcut"; .tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:76 "converts a selected paragraph into a code block with a shortcut"; .tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:111 "Enter inside a code line creates another line in the same code block"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/markdown-shortcuts.test.ts --project=chromium --grep "creates current markdown shortcuts and can undo and redo a heading shortcut|can add a h1 item|keeps the caret in a heading created above another empty line|inserts a paragraph before a heading from the heading start" AND PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/code-highlighting.test.ts --project=chromium --grep "converts a selected paragraph into a code block with a shortcut|Enter inside a code line creates another line in the same code block|Enter at a code line end creates a reachable trailing code line|deletes from a code block into the following paragraph without crashing"	Heading and code block input rules throw uncaught error in basic demo editor	https://github.com/ProseMirror/prosemirror/issues/480	Portable input-rule stability pressure. Slate-v2 heading markdown shortcuts and code-block shortcut/editing paths have focused browser coverage and passed without runtime errors.
[x]	481	CLOSED	yes	covered-by-existing-test	keep-portable	history-undo-redo	History, undo/redo, transaction grouping	Slate-v2 history owner	focused package history no-op proof	.tmp/slate-v2/packages/slate-history/test/history-contract.ts:94 "keeps empty undo and redo stacks as no-op commands"	bun test ./packages/slate-history/test/history-contract.ts -t "keeps empty undo and redo stacks as no-op commands"	History plugin throws exception on undo with no remaining undo states	https://github.com/ProseMirror/prosemirror/issues/481	Portable history invariant. Empty undo/redo commands are no-ops and the focused package test passed.
