check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	1946	CLOSED	no	invalid-skip	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A		N/A	Bug: When long text occupies more than one line, the ordinal number is misplaced	https://github.com/facebook/lexical/issues/1946	Skipped after full-body pass; no portable Slate/Plate editor robustness invariant matched.
[x]	1947	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Deferred outside Slate-v2-only scope	Slate-v2-only ledger defer; Plate/product proof intentionally not used		N/A: deferred outside Slate-v2-only issue closure; do not inspect or patch Plate in this run.	Bug: subscript and superscript aren't getting added in the format list	https://github.com/facebook/lexical/issues/1947	Lexical #1947 is toolbar format-list product behavior. Per current Slate-v2-only scope, defer instead of editing Plate UI. Original non-Slate owner: Plate toolbar format-list owner. Title: Bug: subscript and superscript aren't getting added in the format list.
[x]	1953	CLOSED	no	invalid-skip	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A		N/A	Enhancement: We shouldn't be initializing skipped tests.	https://github.com/facebook/lexical/issues/1953	Skipped after full-body pass; no portable Slate/Plate editor robustness invariant matched.
[x]	1954	CLOSED	yes	covered-by-existing-test	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts	empty paragraph alignment proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:783 center-aligns an empty paragraph from the toolbar	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "center-aligns an empty paragraph from the toolbar"	Bug: Can't center align an empty paragraph	https://github.com/facebook/lexical/issues/1954	Lexical #1954 reports inability to center-align an empty paragraph. Slate-v2 already verifies center alignment on an empty paragraph through the richtext route. Focused Chromium command passed.
[x]	1957	CLOSED	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/packages/slate/test/clipboard-contract.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	internal text-selection fragment copy/paste proof	.tmp/slate-v2/packages/slate/test/clipboard-contract.ts:200 copies a partial list item with a following block and inserts it into an empty block; .tmp/slate-v2/packages/slate/test/clipboard-contract.ts:293 inserts a partial list-plus-block fragment into an empty list item by splitting the list; .tmp/slate-v2/packages/slate/test/clipboard-contract.ts:1343 inserts a copied list fragment into selected text without swallowing surrounding text; .tmp/slate-v2/packages/slate/test/clipboard-contract.ts:1617 preserves the target block type when replacing its selected text with a single text-block fragment; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts:510 preserves the target block type when a rich fragment replaces selected target text	bun test ./packages/slate/test/clipboard-contract.ts --test-name-pattern "copies a partial list item with a following block and inserts it into an empty block|inserts a partial list-plus-block fragment into an empty list item by splitting the list|inserts a copied list fragment into selected text without swallowing surrounding text|preserves the target block type when replacing its selected text with a single text-block fragment"; bun test ./packages/slate-dom/test/clipboard-boundary.ts --test-name-pattern "preserves the target block type when a rich fragment replaces selected target text"	Bug: Improve Lexical <-> Lexical Copy & Paste For Text Selections	https://github.com/facebook/lexical/issues/1957	Lexical #1957 asks that internal copy/paste for text selections preserve only the selected fragment shape instead of cloning unrelated ancestors. Slate-v2 package clipboard contracts already verify partial list fragments, selected-text replacement, and target block preservation. Focused commands passed.
[x]	1961	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 mark-format selection-direction owner	deferred direction-independent mark format query contract		Deferred to Slate-v2 mark-format selection-direction owner.	Bug: selection.format doesn't seem to be working properly.	https://github.com/facebook/lexical/issues/1961	Lexical #1961 reports hasFormat('bold') differing for left-to-right versus right-to-left selections. That is portable mark-query law, but this batch did not find or add the exact Slate-v2 API proof. Route to the Slate-v2 mark-format selection-direction owner.
[x]	1964	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 element soft-break policy owner	deferred Shift+Enter on selected element behavior	.tmp/slate-v2/playwright/integration/examples/images.test.ts:155 inserts a paragraph after a clicked selected image on Enter	Deferred to Slate-v2 element soft-break policy owner.	Pressing shift+enter on an ElementNode shouldn't create a new line	https://github.com/facebook/lexical/issues/1964	Lexical #1964 says Shift+Enter on an ElementNode should create a paragraph-like insertAfter behavior instead of a soft line. Slate-v2 verifies Enter after a selected image, but not exact Shift+Enter element policy. Route to the Slate-v2 element soft-break policy owner.
[x]	1965	CLOSED	yes	deferred-with-owner	defer	mobile-device-keyboard	Raw mobile keyboard, tap, selection, and IME	raw Android decorator backspace proof lane	deferred Android native keyboard decorator deletion proof		Deferred to raw Android decorator backspace proof lane.	Bug: Unable to backspace delete decorator nodes containing text on android chrome	https://github.com/facebook/lexical/issues/1965	Lexical #1965 reports Android keyboard dismissal instead of deleting decorator nodes containing text. This needs direct Android device proof; desktop browser tests would be a false closure.
[x]	1966	CLOSED	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/packages/slate/test/clipboard-contract.ts	list-item selection copy/paste fragment proof	.tmp/slate-v2/packages/slate/test/clipboard-contract.ts:200 copies a partial list item with a following block and inserts it into an empty block; .tmp/slate-v2/packages/slate/test/clipboard-contract.ts:293 inserts a partial list-plus-block fragment into an empty list item by splitting the list; .tmp/slate-v2/packages/slate/test/clipboard-contract.ts:1343 inserts a copied list fragment into selected text without swallowing surrounding text	bun test ./packages/slate/test/clipboard-contract.ts --test-name-pattern "copies a partial list item with a following block and inserts it into an empty block|inserts a partial list-plus-block fragment into an empty list item by splitting the list|inserts a copied list fragment into selected text without swallowing surrounding text"	Bug: Lexical Selection copy & paste in list items	https://github.com/facebook/lexical/issues/1966	Lexical #1966 reports list-item copy/paste selection shape problems. Slate-v2 package clipboard contracts already verify partial list item fragments and selected-text list fragment insertion without swallowing surrounding text. Focused command passed.
[x]	1970	CLOSED	no	invalid-skip	skip	plate-plugin-policy	Plate-owned rich text/plugin/product policy	N/A	invalid skip		N/A: debugger overlay display issue; no portable Slate-v2 editor invariant in this loop.	Bug: Lexical debugger selection is showing in wrong place	https://github.com/facebook/lexical/issues/1970	Lexical #1970 reports a debugger selection overlay displayed in the wrong place. That is playground/debugger UI, not a Slate-v2 editor model/browser behavior invariant to close here.
[x]	1973	CLOSED	yes	deferred-with-owner	defer	mobile-device-keyboard	Raw mobile keyboard, tap, selection, and IME	raw Android backspace proof lane	deferred Android native keyboard collapsed backspace proof		Deferred to raw Android backspace proof lane.	Bug: Hitting backspace on android removes both characters which are adjacent to the caret	https://github.com/facebook/lexical/issues/1973	Lexical #1973 reports Android keyboards deleting both adjacent characters around a collapsed caret. This must be closed with direct Android native-keyboard proof, not desktop or semantic mobile proxy tests.
[x]	1974	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 image resize handles owner	deferred image-resizer handle UX with verified image selection/navigation	.tmp/slate-v2/playwright/integration/examples/images.test.ts:299 moves horizontally into and out of an image; .tmp/slate-v2/playwright/integration/examples/images.test.ts:402 keeps vertical arrow movement into an image synchronized	Deferred to Slate-v2 image resize handles owner.	Feature: Make the ImageResizer handles more intuitive	https://github.com/facebook/lexical/issues/1974	Lexical #1974 asks for more intuitive one-axis image resize handles. Slate-v2 verifies image selection/navigation, but not resizer-handle drag behavior. Route to the Slate-v2 image resize handles owner.
[x]	1981	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 multi-block indent/outdent owner	deferred rich/list multi-block indent with verified code-line multi-selection indent	.tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:151 Tab and Shift+Tab indent every selected code line	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/code-highlighting.test.ts --project=chromium --grep "Tab and Shift\+Tab indent every selected code line"	Bug: When we select few lines, indent and outdent feature only applied to the last line.	https://github.com/facebook/lexical/issues/1981	Lexical #1981 reports indent/outdent applying only to the last selected line. Slate-v2 verifies multi-selected code-line indent/outdent, but this row needs exact rich/list multi-block indent coverage. Route to the Slate-v2 multi-block indent/outdent owner.
[x]	1988	CLOSED	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts	external rich HTML paste headings/lists/newline proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:312 replaces a blank paragraph with pasted block styles; .tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:955 imports a basic unordered list from rich HTML paste; .tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1037 imports compact nested list variants from rich HTML paste; .tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1081 imports nested divs in list items as visible boundaries	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "replaces a blank paragraph with pasted block styles|imports a basic unordered list from rich HTML paste|imports compact nested list variants from rich HTML paste|imports nested divs in list items as visible boundaries"	Copy-pasting new lines, lists and headings from Mac notes	https://github.com/facebook/lexical/issues/1988	Lexical #1988 reports Mac Notes paste losing new lines, lists, and headings. Slate-v2 browser paste coverage verifies block styles, unordered lists, compact nested lists, and visible list-item boundaries. Focused Chromium command passed.
[x]	1990	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Question: Use Costom Popover Component with CharacterStylesPopupPlugin	https://github.com/facebook/lexical/issues/1990	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	1992	CLOSED	yes	deferred-with-owner	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table paste/grow owner	deferred table growth from oversized incoming content	.tmp/slate-v2/playwright/integration/examples/tables.test.ts:346 moves between table cells with Tab and Shift+Tab	Deferred to Slate-v2 table paste/grow owner.	Tables Bug: Grow tables if incoming content is larger than the current boundaries	https://github.com/facebook/lexical/issues/1992	Lexical #1992 asks tables to grow when pasted/incoming content exceeds current boundaries. Slate-v2 has table navigation and paste/import proofs, but not exact grow-on-oversized-incoming-content behavior. Route to the Slate-v2 table paste/grow owner.
[x]	2004	CLOSED	no	invalid-skip	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A		N/A	E2E __cachedText	https://github.com/facebook/lexical/issues/2004	Skipped after full-body pass; no portable Slate/Plate editor robustness invariant matched.
[x]	2010	CLOSED	yes	deferred-with-owner	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table vertical selection exit owner	deferred table vertical selection exit with verified cell navigation	.tmp/slate-v2/playwright/integration/examples/tables.test.ts:278 moves right from an empty cell to the start of the next cell; .tmp/slate-v2/playwright/integration/examples/tables.test.ts:314 moves left from a cell start to the end of the previous cell; .tmp/slate-v2/playwright/integration/examples/tables.test.ts:346 moves between table cells with Tab and Shift+Tab	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "moves right from an empty cell to the start of the next cell|moves left from a cell start to the end of the previous cell|moves between table cells with Tab and Shift\+Tab"	Bug: Cannot move selection below table	https://github.com/facebook/lexical/issues/2010	Lexical #2010 reports arrow selection getting stuck below a table. Slate-v2 verifies table cell navigation, but not exact vertical selection exit from table to following block. Route to the Slate-v2 table vertical selection exit owner.
[x]	2013	CLOSED	yes	deferred-with-owner	keep-portable	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	Slate-v2 decorator/rendering public API owner	deferred decorator rendering hook/API exposure		Deferred to Slate-v2 decorator/rendering public API owner.	Expose the useLexicalDecorators hooks	https://github.com/facebook/lexical/issues/2013	Lexical #2013 asks to expose a decorator rendering hook. The portable Slate-v2 question is public decorator/rendering API design, not a local behavior regression. Route to the Slate-v2 decorator/rendering public API owner.
[x]	2015	CLOSED	yes	deferred-with-owner	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Slate-v2 hovering-toolbar word-selection owner	deferred double-click word selection toolbar visibility	.tmp/slate-v2/playwright/integration/examples/hovering-toolbar.test.ts:63 hovering toolbar buttons keep selection and apply marks on pointer down; .tmp/slate-v2/playwright/integration/examples/hovering-toolbar.test.ts:87 hovering toolbar appears after DOM selection	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/hovering-toolbar.test.ts --project=chromium --grep "hovering toolbar appears after DOM selection|hovering toolbar buttons keep selection and apply marks on pointer down"	When I double click on a word in playground it gets selected but the floating menu doesn't appear	https://github.com/facebook/lexical/issues/2015	Lexical #2015 reports a floating menu not appearing after double-click word selection. Slate-v2 verifies hovering toolbar selection behavior, but not exact double-click word selection visibility. Route to the Slate-v2 hovering-toolbar word-selection owner.
[x]	2017	CLOSED	yes	deferred-with-owner	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Slate-v2 hovering-toolbar multi-paragraph positioning owner	deferred multi-paragraph floating toolbar positioning	.tmp/slate-v2/playwright/integration/examples/hovering-toolbar.test.ts:87 hovering toolbar appears after DOM selection	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/hovering-toolbar.test.ts --project=chromium --grep "hovering toolbar appears after DOM selection"	Bug: broken floating menu positioning when several paragraphs are selected	https://github.com/facebook/lexical/issues/2017	Lexical #2017 reports floating menu positioning for multi-paragraph selections. Slate-v2 verifies the toolbar appears for DOM selection, but not exact multi-paragraph placement geometry. Route to the Slate-v2 hovering-toolbar multi-paragraph positioning owner.
[x]	2020	CLOSED	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 static HTML serialization API/DX owner	deferred JSON-state to static HTML rendering API	.tmp/slate-v2/site/examples/ts/paste-html-import.ts:427 deserialize	Deferred to Slate-v2 static HTML serialization API/DX owner.	Question: How to render a saved JSON editor state as static HTML?	https://github.com/facebook/lexical/issues/2020	Lexical #2020 asks how to render saved JSON editor state as static HTML. Slate-v2 has example HTML import/deserialization, but no first-class static HTML rendering API closure in this ledger pass. Route to the Slate-v2 static HTML serialization API/DX owner.
[x]	2024	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Automate CHANGELOG.md	https://github.com/facebook/lexical/issues/2024	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	2033	OPEN	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown import/export API owner	deferred markdown import/export improvements with verified shortcut coverage	.tmp/slate-v2/playwright/integration/examples/markdown-shortcuts.test.ts:92 can add list items; .tmp/slate-v2/playwright/integration/examples/markdown-shortcuts.test.ts:121 merges a markdown-created list before an existing list; .tmp/slate-v2/playwright/integration/examples/markdown-shortcuts.test.ts:222 creates current markdown shortcuts and can undo and redo a heading shortcut	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/markdown-shortcuts.test.ts --project=chromium --grep "can add list items|merges a markdown-created list before an existing list|creates current markdown shortcuts and can undo and redo a heading shortcut"	Feature: Markdown improvements	https://github.com/facebook/lexical/issues/2033	Lexical #2033 is a broad markdown import/export improvement checklist. Slate-v2 verifies current markdown shortcut/list/heading behavior, but the import/export API changes need a markdown owner. Route to the Slate-v2 markdown import/export API owner.
[x]	2040	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 list selection geometry owner	deferred native list selection endpoint geometry	.tmp/slate-v2/playwright/integration/examples/markdown-shortcuts.test.ts:121 merges a markdown-created list before an existing list	Deferred to Slate-v2 list selection geometry owner.	Bug: Strange selection behaviour inside list	https://github.com/facebook/lexical/issues/2040	Lexical #2040 reports selection missing the last list item and jumping below the list. Slate-v2 has list creation/merge coverage, but not exact list endpoint drag/selection geometry. Route to the Slate-v2 list selection geometry owner.
[x]	2049	CLOSED	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts	external inline code paste formatting proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:171 pasted code uses <code>	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "pasted code uses <code>"	Bug: Formatting of Inline code elements is lost when content is copied from external web page	https://github.com/facebook/lexical/issues/2049	Lexical #2049 reports inline code formatting lost when pasting from an external page. Slate-v2 browser paste coverage verifies pasted <code> content renders as <code>. Focused Chromium command passed.
[x]	2051	CLOSED	no	invalid-skip	skip	large-doc-performance	Large document, transform, memory, and freeze performance	N/A	invalid skip		N/A: Lexical-internal reactor task, no portable Slate-v2 behavior invariant.	Reactor: remove `canMergeWith` from LexicalElement	https://github.com/facebook/lexical/issues/2051	Lexical #2051 is an internal Lexical refactor to remove canMergeWith from LexicalElement. It does not describe a Slate-v2 behavior, API, or robustness gap to test.
[x]	2052	CLOSED	no	invalid-skip	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A		N/A	Feature: expose `parseEditorState` function that accepts already parsed JSON.	https://github.com/facebook/lexical/issues/2052	Skipped after full-body pass; no portable Slate/Plate editor robustness invariant matched.
[x]	2056	CLOSED	yes	deferred-with-owner	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Slate-v2 markdown list/link Enter owner	deferred Enter before link inside markdown-created list	.tmp/slate-v2/playwright/integration/examples/markdown-shortcuts.test.ts:121 merges a markdown-created list before an existing list	Deferred to Slate-v2 markdown list/link Enter owner.	List crashes on new line before a link	https://github.com/facebook/lexical/issues/2056	Lexical #2056 reports a list crash when pressing Enter before a link in a markdown-created list. Slate-v2 has markdown list merge coverage, but not exact link-at-list-start Enter behavior. Route to the Slate-v2 markdown list/link Enter owner.
[x]	2059	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Cannot find module 'utility-types' or its corresponding type declarations.	https://github.com/facebook/lexical/issues/2059	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	2065	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 selection normalization owner	deferred selection normalization API/law	.tmp/slate-v2/packages/slate/test/query-contract.ts:805 range/path/point spanning range coverage	Deferred to Slate-v2 selection normalization owner.	Feature: Add selection normalization	https://github.com/facebook/lexical/issues/2065	Lexical #2065 asks for selection normalization. Slate-v2 has query/range coverage, but this feature needs an explicit normalized-selection API/law owner before closure.
[x]	2070	CLOSED	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown clipboard export owner	deferred markdown export on paste/clipboard	.tmp/slate-v2/playwright/integration/examples/markdown-shortcuts.test.ts:222 creates current markdown shortcuts and can undo and redo a heading shortcut	Deferred to Slate-v2 markdown clipboard export owner.	Feature: Add plugin to support markdown export on pasting	https://github.com/facebook/lexical/issues/2070	Lexical #2070 asks for markdown export on paste. Slate-v2 verifies markdown shortcut behavior, but markdown clipboard export is an API/serialization owner task.
[x]	2075	CLOSED	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 code-highlighting architecture/performance owner	deferred broad code highlighting improvements with verified current behavior	.tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:72 converts a selected paragraph into a code block with a shortcut; .tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:151 Tab and Shift+Tab indent every selected code line; .tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:239 replaces multiple selected code lines without crashing	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/code-highlighting.test.ts --project=chromium --grep "converts a selected paragraph into a code block with a shortcut|Tab and Shift\+Tab indent every selected code line|replaces multiple selected code lines without crashing"	Feature: Better support Markup/HTML/JSX/TSX code highlighting	https://github.com/facebook/lexical/issues/2075	Lexical #2075 is a broad code-highlighting feature/improvement request. Slate-v2 current code-block conversion, multi-line indent, and selection replacement proofs passed, but broader highlighting architecture/perf work belongs to the code-highlighting owner.
[x]	2078	CLOSED	no	invalid-skip	skip	large-doc-performance	Large document, transform, memory, and freeze performance	N/A	invalid skip		N/A: Lexical LineBreakNode export issue, no portable Slate-v2 invariant.	Bug: Trying to register a node transform on LineBreakNode but getting LineBreakNode as 'undefined'.	https://github.com/facebook/lexical/issues/2078	Lexical #2078 reports LineBreakNode being undefined from the Lexical package export. Slate-v2 does not expose Lexical nodes, so there is no portable Slate-v2 closure row.
[x]	2079	CLOSED	yes	deferred-with-owner	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 empty-block caret-color owner	deferred empty paragraph caret color styling proof		Deferred to Slate-v2 empty-block caret-color owner.	Bug: caret color changes when paragraph is empty 	https://github.com/facebook/lexical/issues/2079	Lexical #2079 reports caret color changing when a paragraph is empty. This is portable browser styling pressure, but needs a visual/CSS proof owner rather than a model test.
[x]	2083	CLOSED	yes	deferred-with-owner	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown conversion typing performance owner	deferred markdown typing freeze/performance benchmark		Deferred to Slate-v2 markdown conversion typing performance owner.	Bug: Browser tab will freeze on markdown conversion after some time	https://github.com/facebook/lexical/issues/2083	Lexical #2083 reports the browser freezing after sustained markdown conversion typing. Closure needs a timed Slate-v2 markdown typing/perf benchmark, not a one-off shortcut test.
[x]	2089	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: Empty svg added to the editor on discard Excalidraw	https://github.com/facebook/lexical/issues/2089	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	2098	CLOSED	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Rename (and group) update listeners	https://github.com/facebook/lexical/issues/2098	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	2101	CLOSED	yes	deferred-with-owner	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table colSpan rendering owner	deferred table colSpan rendering with verified schema property defaults	.tmp/slate-v2/packages/slate/test/schema-contract.ts:236 reads extension-owned element property defaults without mutating JSON values; .tmp/slate-v2/packages/slate/test/schema-contract.ts:285 resolves property defaults through matched spec overlays	bun test ./packages/slate/test/schema-contract.ts --test-name-pattern "reads extension-owned element property defaults without mutating JSON values|resolves property defaults through matched spec overlays"	Bug: colSpan is ignored in Table cell node	https://github.com/facebook/lexical/issues/2101	Lexical #2101 reports table colSpan ignored. Slate-v2 verifies extension-owned colSpan schema/default handling, but not table renderer/grid colSpan behavior. Route to the Slate-v2 table colSpan rendering owner.
[x]	2106	CLOSED	yes	deferred-with-owner	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Slate-v2 indentation text serialization owner	deferred getTextContent/Editor.string indentation serialization		Deferred to Slate-v2 indentation text serialization owner.	indent not tracked in getTextContent	https://github.com/facebook/lexical/issues/2106	Lexical #2106 reports indentation not represented in text content, causing words between lines to merge. Slate-v2 needs an explicit indentation text serialization policy/proof before closure.
[x]	2108	CLOSED	yes	covered-by-existing-test	keep-portable	shadow-dom-browser	Shadow DOM and non-document-root browser selection	.tmp/slate-v2/playwright/integration/examples/iframe.test.ts	iframe-mounted editor behavior proof	.tmp/slate-v2/playwright/integration/examples/iframe.test.ts:43 clicks mounted iframe content without DOM node resolution errors; .tmp/slate-v2/playwright/integration/examples/iframe.test.ts:74 applies parent toolbar formatting to selected iframe text	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/iframe.test.ts --project=chromium --grep "clicks mounted iframe content without DOM node resolution errors|applies parent toolbar formatting to selected iframe text"	Feature: Ability to render the editor in an iframe	https://github.com/facebook/lexical/issues/2108	Lexical #2108 asks for rendering the editor in an iframe. Slate-v2 has an iframe example with browser proofs for click/DOM resolution and parent-toolbar formatting against selected iframe text. Focused Chromium command passed.
[x]	2114	CLOSED	no	invalid-skip	skip	lexical-api-ontology	Skip: lexical-api-ontology	N/A	N/A		N/A	Feature: slash command	https://github.com/facebook/lexical/issues/2114	Skipped as lexical-api-ontology; no portable Slate/Plate editor robustness invariant found in title/body.
[x]	2115	CLOSED	no	invalid-skip	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A		N/A	Feature: draggable block	https://github.com/facebook/lexical/issues/2115	Skipped after full-body pass; no portable Slate/Plate editor robustness invariant matched.
[x]	2118	CLOSED	yes	deferred-with-owner	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Slate-v2 code-block architecture/performance owner	deferred broad code block architecture/performance plan	.tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:72 converts a selected paragraph into a code block with a shortcut; .tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:151 Tab and Shift+Tab indent every selected code line; .tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:239 replaces multiple selected code lines without crashing	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/code-highlighting.test.ts --project=chromium --grep "converts a selected paragraph into a code block with a shortcut|Tab and Shift\+Tab indent every selected code line|replaces multiple selected code lines without crashing"	Feature: Code block improvements	https://github.com/facebook/lexical/issues/2118	Lexical #2118 is a broad code-block improvement plan covering code-line model, gutters, performance thresholds, and highlighting architecture. Slate-v2 current code-block behavior proofs passed, but this belongs to the code-block architecture/performance owner.
[x]	2119	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: Binding to webcomponent shadow root fails	https://github.com/facebook/lexical/issues/2119	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	2121	CLOSED	yes	covered-by-existing-test	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	.tmp/slate-v2/playwright/integration/examples/mentions.test.ts	Slate-v2 mentions example behavior proof	.tmp/slate-v2/playwright/integration/examples/mentions.test.ts:499 shows list of mentions; .tmp/slate-v2/playwright/integration/examples/mentions.test.ts:524 inserts from list	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/mentions.test.ts --project=chromium --grep "shows list of mentions|inserts from list"	Feature: @ Mentions	https://github.com/facebook/lexical/issues/2121	Lexical #2121 asks for @mentions support. Slate-v2 has a mentions example with browser proofs that the mention list appears and inserts an item. Focused Chromium command passed.
