lead_key	packet_id	slate_owner	test_or_benchmark	verification_command	decision
wpt:noneditable-boundary-navigation	wpt-noneditable-boundary-navigation-kept-existing	slate-react/slate-browser	/Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/content-root-navigation-contract.test.ts:240 `moves forward from the previous sibling into the content root start`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/content-root-navigation-contract.test.ts:290 `moves backward from the next sibling into the content root end`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts:713 `moves across editable void child-root boundaries with keyboard`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/inlines.test.ts:1431 `arrow keys skip over read-only inline`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/inlines.test.ts:1477 `steps caret by offset across inline link boundaries`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react && bun test:vitest test/content-root-navigation-contract.test.ts`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && bun --filter ./packages/slate-react typecheck`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts playwright/integration/examples/inlines.test.ts --project=chromium --grep "(moves across editable void child-root boundaries with keyboard|moves vertically across editable void child-root boundaries with keyboard|extends keyboard selection from editable void child root into outer siblings|arrow keys skip over read-only inline|steps caret by offset across inline link boundaries)"`	kept-existing
wpt:target-ranges-fixed-at-dispatch	wpt-target-ranges-fixed-at-dispatch-kept-existing	slate-react	/Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/selection-reconciler-contract.test.tsx:480 `beforeinput uses event target range instead of later live DOM selection`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react && bun test:vitest test/selection-reconciler-contract.test.tsx -- -t "beforeinput uses event target range instead of later live DOM selection"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && bun --filter ./packages/slate-react typecheck`	kept-existing
wpt:content-visibility-hidden-selection	wpt-content-visibility-hidden-selection-kept-existing	slate-browser/slate-react	/Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/dom-coverage-boundaries.test.ts:77 `keeps hidden content out of native find until materialized`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/dom-coverage-boundaries.test.ts:142 `copies selected hidden content through model-backed clipboard data`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/hidden-content-blocks.test.ts:124 `keeps shadcn hidden content out of the DOM until opened`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/dom-coverage-native-bridge-contract.test.ts:228 `copy writes model-backed data when native selection crosses hidden content`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react && bun test:vitest test/dom-coverage-native-bridge-contract.test.ts -- -t "copy writes model-backed data when native selection crosses hidden content"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/dom-coverage-boundaries.test.ts playwright/integration/examples/hidden-content-blocks.test.ts --project=chromium --grep "(keeps hidden content out of native find until materialized|copies selected hidden content through model-backed clipboard data|copies select-all content through model-backed covered ranges|keeps shadcn hidden content out of the DOM until opened|copies model-backed shadcn hidden content while DOM is absent)"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && bun --filter ./packages/slate-react typecheck`	kept-existing
wpt:delete-from-document-selection	wpt-delete-from-document-selection-kept-existing	slate/slate-browser	/Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate/test/delete-contract.ts:398 `deletes only the selected formatted leaf window`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate/test/delete-contract.ts:902 `deletes a selected top-level block range with a bounded operation stream`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate/test/delete-contract.ts:961 `deletes a selected full-document block range with one structural operation`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:3525 `keeps caret editable after browser Backspace deletes selected range`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:3571 `keeps caret editable after browser Delete deletes selected range`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:6839 `undo restores deleted selected text`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && bun test ./packages/slate/test/delete-contract.ts --test-name-pattern "deletes only the selected formatted leaf window|deletes a selected top-level block range|deletes a selected full-document block range"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "(keeps caret editable after browser Backspace deletes selected range|keeps caret editable after browser Delete deletes selected range|undo restores deleted selected text)"`	kept-existing
wpt:paragraph-movement-cross-editing-boundary	wpt-paragraph-movement-cross-editing-boundary-kept-existing	slate-react/slate-browser	/Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/content-root-navigation-contract.test.ts:267 `moves word forward from the previous sibling into the content root first word boundary`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/content-root-navigation-contract.test.ts:312 `moves word backward from the next sibling into the content root previous word boundary`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/synced-blocks.test.ts:401 `moves ArrowDown through paragraphs, separate synced roots, and repeated synced copies`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/synced-blocks.test.ts:506 `moves ArrowUp through repeated synced copies, separate synced roots, and paragraphs`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/synced-blocks.test.ts:2708 `moves word navigation into synced root blocks instead of skipping them`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react && bun test:vitest test/content-root-navigation-contract.test.ts -- -t "moves word forward from the previous sibling|moves word backward from the next sibling|moves word forward from the content root end|moves backward from the content root start"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/synced-blocks.test.ts --project=chromium --grep "(moves ArrowDown through paragraphs, separate synced roots, and repeated synced copies|moves ArrowUp through repeated synced copies, separate synced roots, and paragraphs|moves word navigation into synced root blocks instead of skipping them)"`	kept-existing
wpt:anchor-removal-selection-rescope	wpt-anchor-removal-selection-rescope-kept-existing	slate-react	/Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/selection-controller-contract.ts:628 `selectionchange ignores detached DOM endpoints before resolving Slate range`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/selection-controller-contract.ts:719 `selectionchange ignores host-removal collapse outside the editor`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/selection-controller-contract.ts:807 `selectionchange ignores removed shadow host empty native selection`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react && bun test:vitest test/selection-controller-contract.test.ts -- -t "selectionchange ignores detached DOM endpoints before resolving Slate range|selectionchange ignores host-removal collapse outside the editor|selectionchange ignores removed shadow host empty native selection"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && bun --filter ./packages/slate-react typecheck`	kept-existing
wpt:triple-click-directionless-selection	wpt-triple-click-directionless-selection-kept-existing	slate-browser	/Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/visual-native-selection-smoke.test.ts:263 `inline triple-click paragraph selection matches native text`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/inlines.test.ts:960 `triple-clicking a paragraph that starts with a link selects the whole paragraph`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/inlines.test.ts:999 `triple-clicking through a read-only inline selects the whole paragraph`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/inlines.test.ts:1175 `triple-click Backspace removes a paragraph that ends with a link`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/inlines.test.ts:1210 `triple-click paste replaces a paragraph that ends with a link`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/visual-native-selection-smoke.test.ts playwright/integration/examples/inlines.test.ts --project=chromium --grep "(inline triple-click paragraph selection matches native text|triple-clicking a paragraph that starts with a link selects the whole paragraph|triple-clicking through a read-only inline selects the whole paragraph|triple-click Backspace removes a paragraph that ends with a link|triple-click paste replaces a paragraph that ends with a link)"`	kept-existing
wpt:horizontal-caret-position-moveupdown	wpt-horizontal-caret-position-moveupdown-kept-existing	slate-browser	/Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:3753 `keeps ArrowDown then ArrowRight in the browser-selected paragraph`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:3815 `keeps DOM caret synced after ArrowUp across paragraphs`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/images.test.ts:1361 `keeps vertical arrow movement into an image synchronized`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:234 `keeps ArrowDown navigation stable through a single-line code block`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts playwright/integration/examples/images.test.ts playwright/integration/examples/code-highlighting.test.ts --project=chromium --grep "(keeps ArrowDown then ArrowRight in the browser-selected paragraph|keeps DOM caret synced after ArrowUp across paragraphs|keeps vertical arrow movement into an image synchronized|keeps ArrowDown navigation stable through a single-line code block)"`	kept-existing
wpt:user-select-editable-click-movement	wpt-user-select-editable-click-movement	slate-browser	/Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts:174 `click selection moves through editable user-select overrides`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/plaintext.test.ts --project=chromium --grep "click selection moves through editable user-select overrides"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/plaintext.test.ts --project=chromium --grep "(click selection moves through editable user-select overrides|Shift\\+click extends a collapsed text selection|clicking inside selected text collapses the selection|pastes at the clicked caret after Shift state is released)"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/plaintext.test.ts --project=webkit --grep "click selection moves through editable user-select overrides"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && bun --filter ./packages/slate-browser typecheck`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && bun lint:fix`; `cd /Users/zbeyens/git/plate-2 && rg -n 'including through `multi_tool_use.parallel`|do not run multiple managed `bun run playwright`' .agents/rules/slate-auto.mdc .agents/skills/slate-auto/SKILL.md`; WPT TSV validation command from parent repo	kept
wpt:user-select-none-placeholder-serialization	wpt-user-select-none-placeholder-serialization	slate-browser	/Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/placeholder.test.ts:46 `excludes placeholder text from native selected text`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/placeholder.test.ts --project=chromium --grep "excludes placeholder text from native selected text"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/placeholder.test.ts --project=chromium --grep "(keeps an empty editor value and start selection while showing a placeholder|excludes placeholder text from native selected text|undoes typing from the custom placeholder empty state)"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/placeholder.test.ts --project=webkit --grep "excludes placeholder text from native selected text"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && bun --filter ./packages/slate-browser typecheck`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && bun lint:fix`; WPT TSV validation command from parent repo	kept
wpt:forward-delete-target-ranges	wpt-forward-delete-target-ranges-kept-existing	slate-browser/slate-react	/Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts:1548 `applies deleteWord target ranges over tab whitespace exactly`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts:1690 `applies delete target ranges over multi-code-unit graphemes exactly`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/plaintext.test.ts:1811 `applies delete target ranges over preserved repeated spaces exactly`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/model-input-strategy-contract.test.ts	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/plaintext.test.ts --project=chromium --grep "(applies delete target ranges over multi-code-unit graphemes exactly|applies delete target ranges over preserved repeated spaces exactly|applies deleteWord target ranges over tab whitespace exactly)"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react && bun test:vitest test/model-input-strategy-contract.test.ts -- -t "deletes the selected fragment|refreshes selection-dependent delete commands"`	kept-existing
wpt:selected-delete-inputtype-content	wpt-selected-delete-inputtype-content-kept-existing	slate-react/slate-browser	/Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/model-input-strategy-contract.test.ts `deletes the selected fragment from %s beforeinput`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/model-input-strategy-contract.test.ts `refreshes selection-dependent delete commands after DOM selection import`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:3525 `keeps caret editable after browser Backspace deletes selected range`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:3571 `keeps caret editable after browser Delete deletes selected range`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react && bun test:vitest test/model-input-strategy-contract.test.ts -- -t "deletes the selected fragment|refreshes selection-dependent delete commands"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/plaintext.test.ts --project=chromium --grep "(applies delete target ranges over multi-code-unit graphemes exactly|applies delete target ranges over preserved repeated spaces exactly|applies deleteWord target ranges over tab whitespace exactly)"`	kept-existing
wpt:contenteditable-paste-event-data-null	wpt-contenteditable-paste-event-data-null-kept-existing	slate-react	/Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/editing-kernel-contract.ts:344 `beforeinput insertFromPaste prefers contenteditable dataTransfer over event data`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react && bun test:vitest test/editing-kernel-contract.test.ts -- -t "beforeinput insertFromPaste prefers contenteditable dataTransfer over event data"`	kept-existing
wpt:invisible-br-empty-host-caret	wpt-invisible-br-empty-host-caret-kept-existing	slate-browser/slate-react	/Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/placeholder.test.ts:26 `keeps an empty editor value and start selection while showing a placeholder`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/placeholder.test.ts:46 `excludes placeholder text from native selected text`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/primitives-contract.test.tsx; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/rendered-dom-shape-contract.test.tsx	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/placeholder.test.ts --project=chromium --project=webkit --grep "(keeps an empty editor value and start selection while showing a placeholder|excludes placeholder text from native selected text)"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react && bun test:vitest test/primitives-contract.test.tsx test/rendered-dom-shape-contract.test.tsx -- -t "ZeroWidthString renders line-break placeholders without FEFF by default|empty blocks still render one line-break placeholder|EditableText passes overlay defaults to custom placeholder renderers"`	kept-existing
wpt:selectionchange-after-inline-delete	wpt-selectionchange-after-inline-delete-kept-existing	slate/slate-react	/Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate/test/snapshot-contract.ts `delete/point/inline`, `delete/selection/inline`, `current non-empty selection across adjacent mixed-inline`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react/test/selection-controller-contract.test.ts	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && bun test ./packages/slate/test/snapshot-contract.ts --test-name-pattern "delete/point/inline|delete/selection/inline|current non-empty selection across adjacent mixed-inline"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-react && bun test:vitest test/selection-controller-contract.test.ts -- -t "native editor-owned selectionchange clears model preference before DOM import|repair-induced selectionchange clears its origin after model repair|native selectionchange clears its origin after import handling"`	kept-existing
wpt:selection-extend-shadow-tree	wpt-selection-extend-shadow-tree-kept-existing	slate-browser/slate-dom	/Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/shadow-dom.test.ts:145 `sets the native caret through slate-browser DOM helpers inside shadow DOM`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/shadow-dom.test.ts:178 `keeps shadow DOM ArrowLeft movement model-owned inside the shadow root`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/playwright/integration/examples/shadow-dom.test.ts:221 `deletes RTL text with Backspace inside shadow DOM`; /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-dom/test/bridge.ts:313 `preserves backward native selection direction when resolving Slate ranges`	`cd /Users/zbeyens/git/plate-2/.tmp/slate-v2 && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/shadow-dom.test.ts --project=chromium --grep "(sets the native caret through slate-browser DOM helpers inside shadow DOM|keeps shadow DOM ArrowLeft movement model-owned inside the shadow root|deletes RTL text with Backspace inside shadow DOM)"`; `cd /Users/zbeyens/git/plate-2/.tmp/slate-v2/packages/slate-dom && bun test ./test/bridge.test.ts --test-name-pattern "preserves backward native selection direction"`	kept-existing
