status	category	donorPath	destinations	note
active-package	package-source	packages/slate-react/src/editable/projected-selection-target.ts	packages/slate-react/src/editable/projected-selection-target.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/projection-repair-bridge.ts	packages/slate-react/src/editable/projection-repair-bridge.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/root-interaction-controller.ts	packages/slate-react/src/editable/root-interaction-controller.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/root-interaction-dom-selection-replay.ts	packages/slate-react/src/editable/root-interaction-dom-selection-replay.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/root-interaction-resolver.ts	packages/slate-react/src/editable/root-interaction-resolver.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/root-selector-sources.ts	packages/slate-react/src/editable/root-selector-sources.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-android-engine.ts	packages/slate-react/src/editable/runtime-android-engine.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-before-input-events.ts	packages/slate-react/src/editable/runtime-before-input-events.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-browser-handle-events.ts	packages/slate-react/src/editable/runtime-browser-handle-events.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-clipboard-events.ts	packages/slate-react/src/editable/runtime-clipboard-events.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-composition-engine.ts	packages/slate-react/src/editable/runtime-composition-engine.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-composition-events.ts	packages/slate-react/src/editable/runtime-composition-events.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-drag-events.ts	packages/slate-react/src/editable/runtime-drag-events.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-editor-api.ts	packages/slate-react/src/editable/runtime-editor-api.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-event-engine.ts	packages/slate-react/src/editable/runtime-event-engine.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-focus-mouse-events.ts	packages/slate-react/src/editable/runtime-focus-mouse-events.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-input-events.ts	packages/slate-react/src/editable/runtime-input-events.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-kernel-trace.ts	packages/slate-react/src/editable/runtime-kernel-trace.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-keyboard-events.ts	packages/slate-react/src/editable/runtime-keyboard-events.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-live-state.ts	packages/slate-react/src/editable/runtime-live-state.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-mutation-state.ts	packages/slate-react/src/editable/runtime-mutation-state.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-repair-engine.ts	packages/slate-react/src/editable/runtime-repair-engine.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-root-engine.ts	packages/slate-react/src/editable/runtime-root-engine.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-root-lifecycle.ts	packages/slate-react/src/editable/runtime-root-lifecycle.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-root-selection-export.ts	packages/slate-react/src/editable/runtime-root-selection-export.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-root-selection-import.ts	packages/slate-react/src/editable/runtime-root-selection-import.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-root-state.ts	packages/slate-react/src/editable/runtime-root-state.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-selection-engine.ts	packages/slate-react/src/editable/runtime-selection-engine.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-selection-state.ts	packages/slate-react/src/editable/runtime-selection-state.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/runtime-target-bridge.ts	packages/slate-react/src/editable/runtime-target-bridge.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/selection-controller.ts	packages/slate-react/src/editable/selection-controller.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/selection-dom-range.ts	packages/slate-react/src/editable/selection-dom-range.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/selection-projected-dom.ts	packages/slate-react/src/editable/selection-projected-dom.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/selection-reconciler.ts	packages/slate-react/src/editable/selection-reconciler.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/selection-runtime.ts	packages/slate-react/src/editable/selection-runtime.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/selection-side-effect-policy.ts	packages/slate-react/src/editable/selection-side-effect-policy.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/selection-triple-click.ts	packages/slate-react/src/editable/selection-triple-click.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/selection-void-target.ts	packages/slate-react/src/editable/selection-void-target.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/editable/slate-string-coordinate-placement.ts	packages/slate-react/src/editable/slate-string-coordinate-placement.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/android-input-manager/android-input-manager.ts	packages/slate-react/src/hooks/android-input-manager/android-input-manager.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/android-input-manager/use-android-input-manager.ts	packages/slate-react/src/hooks/android-input-manager/use-android-input-manager.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/focus-scheduler.ts	packages/slate-react/src/hooks/focus-scheduler.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/focus-slate-editable.ts	packages/slate-react/src/hooks/focus-slate-editable.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/root-selection-cache.ts	packages/slate-react/src/hooks/root-selection-cache.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-decoration-selector.tsx	packages/slate-react/src/hooks/use-decoration-selector.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-dom-strategy-virtual-offset.ts	packages/slate-react/src/hooks/use-dom-strategy-virtual-offset.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-editor-composing.ts	packages/slate-react/src/hooks/use-editor-composing.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-editor-focused.ts	packages/slate-react/src/hooks/use-editor-focused.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-editor-read-only.ts	packages/slate-react/src/hooks/use-editor-read-only.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-editor-selection.tsx	packages/slate-react/src/hooks/use-editor-selection.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-editor-selector.tsx	packages/slate-react/src/hooks/use-editor-selector.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-editor.tsx	packages/slate-react/src/hooks/use-editor.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-element-path.ts	packages/slate-react/src/hooks/use-element-path.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-element-selected.ts	packages/slate-react/src/hooks/use-element-selected.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-element.ts	packages/slate-react/src/hooks/use-element.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-generic-selector.tsx	packages/slate-react/src/hooks/use-generic-selector.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-isomorphic-layout-effect.ts	packages/slate-react/src/hooks/use-isomorphic-layout-effect.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-mutation-observer.ts	packages/slate-react/src/hooks/use-mutation-observer.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-node-selector.tsx	packages/slate-react/src/hooks/use-node-selector.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-annotation-store.tsx	packages/slate-react/src/hooks/use-slate-annotation-store.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-annotations.tsx	packages/slate-react/src/hooks/use-slate-annotations.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-child-root.ts	packages/slate-react/src/hooks/use-slate-child-root.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-content-root.ts	packages/slate-react/src/hooks/use-slate-content-root.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-decoration-source.ts	packages/slate-react/src/hooks/use-slate-decoration-source.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-editor.ts	packages/slate-react/src/hooks/use-slate-editor.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-history.ts	packages/slate-react/src/hooks/use-slate-history.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-node-ref.tsx	packages/slate-react/src/hooks/use-slate-node-ref.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-projection-entries.tsx	packages/slate-react/src/hooks/use-slate-projection-entries.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-root-chrome.ts	packages/slate-react/src/hooks/use-slate-root-chrome.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-runtime.tsx	packages/slate-react/src/hooks/use-slate-runtime.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-widget-store.tsx	packages/slate-react/src/hooks/use-slate-widget-store.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-slate-widgets.tsx	packages/slate-react/src/hooks/use-slate-widgets.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-state-field.ts	packages/slate-react/src/hooks/use-state-field.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/hooks/use-track-user-input.ts	packages/slate-react/src/hooks/use-track-user-input.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/index.ts	packages/slate-react/src/index.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/plugin/react-editor.ts	packages/slate-react/src/plugin/react-editor.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/plugin/with-react.ts	packages/slate-react/src/plugin/with-react.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/projection-context.tsx	packages/slate-react/src/projection-context.tsx	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/projection-graph.ts	packages/slate-react/src/projection-graph.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/projection-store.ts	packages/slate-react/src/projection-store.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/render-profiler.ts	packages/slate-react/src/render-profiler.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/root-key.ts	packages/slate-react/src/root-key.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/shell-runtime.ts	packages/slate-react/src/shell-runtime.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/utils/environment.ts	packages/slate-react/src/utils/environment.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/view-boundary-graph.ts	packages/slate-react/src/view-boundary-graph.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/view-selection-decoration.ts	packages/slate-react/src/view-selection-decoration.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/view-selection.ts	packages/slate-react/src/view-selection.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-react/src/widget-store.ts	packages/slate-react/src/widget-store.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/android-input-manager-contract.test.ts	packages/slate-react/test/android-input-manager-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/annotation-store-contract.test.tsx	packages/slate-react/test/annotation-store-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/annotation-store-contract.tsx	packages/slate-react/test/annotation-store-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/app-owned-customization.test.tsx	packages/slate-react/test/app-owned-customization.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/app-owned-customization.tsx	packages/slate-react/test/app-owned-customization.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/browser-handle-contract.test.ts	packages/slate-react/test/browser-handle-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/composition-state-contract.test.ts	packages/slate-react/test/composition-state-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/content-root-navigation-contract.test.ts	packages/slate-react/test/content-root-navigation-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/create-segment-plan-contract.test.ts	packages/slate-react/test/create-segment-plan-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/dom-coverage-boundary-contract.test.tsx	packages/slate-react/test/dom-coverage-boundary-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/dom-coverage-boundary-contract.tsx	packages/slate-react/test/dom-coverage-boundary-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/dom-coverage-native-bridge-contract.test.ts	packages/slate-react/test/dom-coverage-native-bridge-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/dom-repair-policy-contract.test.ts	packages/slate-react/test/dom-repair-policy-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/dom-strategy-and-scroll.test.tsx	packages/slate-react/test/dom-strategy-and-scroll.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/dom-strategy-and-scroll.tsx	packages/slate-react/test/dom-strategy-and-scroll.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/dom-strategy-page-virtualization.test.tsx	packages/slate-react/test/dom-strategy-page-virtualization.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/dom-text-sync-contract.ts	packages/slate-react/test/dom-text-sync-contract.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/editable-behavior.test.tsx	packages/slate-react/test/editable-behavior.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/editable-behavior.tsx	packages/slate-react/test/editable-behavior.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/editing-epoch-kernel-contract.test.ts	packages/slate-react/test/editing-epoch-kernel-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/editing-epoch-kernel-contract.ts	packages/slate-react/test/editing-epoch-kernel-contract.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/editing-kernel-contract.test.ts	packages/slate-react/test/editing-kernel-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/editing-kernel-contract.ts	packages/slate-react/test/editing-kernel-contract.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/focus-slate-editable-contract.test.ts	packages/slate-react/test/focus-slate-editable-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/generic-react-editor-contract.tsx	packages/slate-react/test/generic-react-editor-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/input-history-contract.test.ts	packages/slate-react/test/input-history-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/input-router-contract.test.tsx	packages/slate-react/test/input-router-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/kernel-authority-audit-contract.test.ts	packages/slate-react/test/kernel-authority-audit-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/kernel-authority-audit-contract.ts	packages/slate-react/test/kernel-authority-audit-contract.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/keyboard-input-strategy-contract.test.ts	packages/slate-react/test/keyboard-input-strategy-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/model-input-strategy-contract.test.ts	packages/slate-react/test/model-input-strategy-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/mutation-observer-lifecycle-contract.test.tsx	packages/slate-react/test/mutation-observer-lifecycle-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/native-input-strategy-contract.test.ts	packages/slate-react/test/native-input-strategy-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/native-text-input-delta-contract.test.ts	packages/slate-react/test/native-text-input-delta-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/primitives-contract.test.tsx	packages/slate-react/test/primitives-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/primitives-contract.tsx	packages/slate-react/test/primitives-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/projected-clipboard-contract.test.ts	packages/slate-react/test/projected-clipboard-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/projected-collab-substrate-contract.test.ts	packages/slate-react/test/projected-collab-substrate-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/projected-command-contract.test.ts	packages/slate-react/test/projected-command-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/projected-native-affordance-contract.test.ts	packages/slate-react/test/projected-native-affordance-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/projection-graph-contract.test.ts	packages/slate-react/test/projection-graph-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/projection-stress-contract.test.ts	packages/slate-react/test/projection-stress-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/projections-and-selection-contract.test.tsx	packages/slate-react/test/projections-and-selection-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/projections-and-selection-contract.tsx	packages/slate-react/test/projections-and-selection-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/provider-hooks-contract.test.tsx	packages/slate-react/test/provider-hooks-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/provider-hooks-contract.tsx	packages/slate-react/test/provider-hooks-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/react-editor-contract.test.tsx	packages/slate-react/test/react-editor-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/react-editor-contract.tsx	packages/slate-react/test/react-editor-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/render-profiler-contract.test.tsx	packages/slate-react/test/render-profiler-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/rendered-dom-shape-contract.test.tsx	packages/slate-react/test/rendered-dom-shape-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/rendered-dom-shape-contract.tsx	packages/slate-react/test/rendered-dom-shape-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/root-interaction-controller.test.tsx	packages/slate-react/test/root-interaction-controller.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/root-interaction-resolver.test.ts	packages/slate-react/test/root-interaction-resolver.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/runtime-before-input-events-contract.test.ts	packages/slate-react/test/runtime-before-input-events-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/runtime-live-state-contract.test.ts	packages/slate-react/test/runtime-live-state-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/runtime-live-state-contract.ts	packages/slate-react/test/runtime-live-state-contract.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/runtime-repair-engine-contract.test.tsx	packages/slate-react/test/runtime-repair-engine-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/selection-controller-contract.test.ts	packages/slate-react/test/selection-controller-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/selection-controller-contract.ts	packages/slate-react/test/selection-controller-contract.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/selection-dom-realm-contract.test.ts	packages/slate-react/test/selection-dom-realm-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/selection-reconciler-contract.test.tsx	packages/slate-react/test/selection-reconciler-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/selection-reconciler-contract.ts	packages/slate-react/test/selection-reconciler-contract.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/selection-runtime-contract.test.ts	packages/slate-react/test/selection-runtime-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/selection-side-effect-policy-contract.test.ts	packages/slate-react/test/selection-side-effect-policy-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/selection-side-effect-policy-contract.ts	packages/slate-react/test/selection-side-effect-policy-contract.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/slate-element-node-ref.test.tsx	packages/slate-react/test/slate-element-node-ref.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/slate-runtime-provider-contract.test.tsx	packages/slate-react/test/slate-runtime-provider-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/slate-string-coordinate-placement.test.ts	packages/slate-react/test/slate-string-coordinate-placement.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/slate-void-shell-contract.test.tsx	packages/slate-react/test/slate-void-shell-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/state-field-selector-contract.test.tsx	packages/slate-react/test/state-field-selector-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/state-field-selector-contract.tsx	packages/slate-react/test/state-field-selector-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/surface-contract.test.tsx	packages/slate-react/test/surface-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/surface-contract.tsx	packages/slate-react/test/surface-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/target-runtime-contract.tsx	packages/slate-react/test/target-runtime-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/tsconfig.generic-types.json	packages/slate-react/test/tsconfig.generic-types.json	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/tsconfig.json	packages/slate-react/test/tsconfig.json	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/use-element-selected.test.tsx	packages/slate-react/test/use-element-selected.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/use-slate-history.test.tsx	packages/slate-react/test/use-slate-history.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/use-slate-root-chrome.test.tsx	packages/slate-react/test/use-slate-root-chrome.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/use-slate-root-command-hooks.test.tsx	packages/slate-react/test/use-slate-root-command-hooks.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/view-boundary-graph-contract.test.ts	packages/slate-react/test/view-boundary-graph-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/view-selection-contract.test.ts	packages/slate-react/test/view-selection-contract.test.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/vitest-setup.ts	packages/slate-react/test/vitest-setup.ts	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/widget-layer-contract.test.tsx	packages/slate-react/test/widget-layer-contract.test.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/widget-layer-contract.tsx	packages/slate-react/test/widget-layer-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-test	packages/slate-react/test/with-react-contract.tsx	packages/slate-react/test/with-react-contract.tsx	package source/test/config moved to final @platejs package
active-package	package-config	packages/slate-react/tsconfig.build.json	packages/slate-react/tsconfig.build.json	package source/test/config moved to final @platejs package
active-package	package-config	packages/slate-react/tsconfig.json	packages/slate-react/tsconfig.json	package source/test/config moved to final @platejs package
active-package	package-other	packages/slate-react/tsconfig.test.json	packages/slate-react/tsconfig.test.json	package source/test/config moved to final @platejs package
active-package	package-other	packages/slate-react/vitest.config.mjs	packages/slate-react/vitest.config.mjs	package source/test/config moved to final @platejs package
active-package	package-config	packages/slate-yjs/package.json	packages/yjs/package.json	package source/test/config moved to final @platejs package
active-package	package-doc	packages/slate-yjs/README.md	packages/yjs/README.md	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-yjs/src/core/attributes.ts	packages/yjs/src/core/attributes.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-yjs/src/core/awareness-adapter.ts	packages/yjs/src/core/awareness-adapter.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-yjs/src/core/awareness.ts	packages/yjs/src/core/awareness.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-yjs/src/core/controller.ts	packages/yjs/src/core/controller.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-yjs/src/core/document.ts	packages/yjs/src/core/document.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-yjs/src/core/editor-adapter.ts	packages/yjs/src/core/editor-adapter.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-yjs/src/core/editor-yjs.ts	packages/yjs/src/core/editor-yjs.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-yjs/src/core/extension.ts	packages/yjs/src/core/extension.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-yjs/src/core/history.ts	packages/yjs/src/core/history.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-yjs/src/core/index.ts	packages/yjs/src/core/index.ts	package source/test/config moved to final @platejs package
active-package	package-source	packages/slate-yjs/src/core/json-equality.ts	packages/yjs/src/core/json-equality.ts	package source/test/config moved to final @platejs package
