check	issue	state	relevant	classification	owner	status	reason	local_coverage	local_test	verification_command	last_checked_at	next_action	title	url	provider_updated_at	provider_checked_at	provider_labels	metadata_status
[ ]	1370	CLOSED	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	Allow initializing `defaultContent` with `Element`	https://github.com/prosekit/prosekit/issues/1370	2025-12-05T15:35:10Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1378	CLOSED	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	Access all files in examples	https://github.com/prosekit/prosekit/issues/1378	2026-01-11T04:49:07Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1383	CLOSED	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	Perf: Drag preview for the code block takes a long time to appear	https://github.com/prosekit/prosekit/issues/1383	2026-03-15T11:12:16Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1392	CLOSED	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	Tables containing tableHeaderCells cannot be dragged properly.	https://github.com/prosekit/prosekit/issues/1392	2025-12-24T04:38:58Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1427	CLOSED	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	Cannot find `prosekit/extensions/background-color` and `prosekit/extensions/text-color`	https://github.com/prosekit/prosekit/issues/1427	2026-02-08T05:40:36Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1428	CLOSED	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	Math / Latex extension	https://github.com/prosekit/prosekit/issues/1428	2026-02-18T04:27:31Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1432	CLOSED	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	[Svelte]: Order of `resolve.extensions` in Vite config affects build	https://github.com/prosekit/prosekit/issues/1432	2026-02-10T08:21:17Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1439	CLOSED	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	[Svelte 5] `state_unsafe_mutation` when editor component is conditionally rendered and removed	https://github.com/prosekit/prosekit/issues/1439	2026-02-09T14:40:33Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1444	OPEN	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	Support percentage-based width/height in ResizableRoot	https://github.com/prosekit/prosekit/issues/1444	2026-02-11T13:27:25Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1498	OPEN	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	Support for formats & pages	https://github.com/prosekit/prosekit/issues/1498	2026-03-22T14:18:27Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1500	OPEN	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	Support for multi column layout	https://github.com/prosekit/prosekit/issues/1500	2026-05-25T14:23:51Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1598	CLOSED	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	Allow custom anchor element on AutocompleteRoot	https://github.com/prosekit/prosekit/issues/1598	2026-05-29T19:35:05Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1657	CLOSED	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	Bug: React installation error	https://github.com/prosekit/prosekit/issues/1657	2026-05-28T17:03:59Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
[ ]	1670	CLOSED	unchecked	unchecked	issue-harvester	unchecked	Added by all-state metadata refresh; body, comments and source proof have not been reviewed.					Cluster and inspect the exact issue before deciding local performance or correctness relevance.	[Bug] defineVirtualSelection shows incorrect selection after editor blur with react-colorful in popover	https://github.com/prosekit/prosekit/issues/1670	2026-07-06T09:43:50Z	2026-09-09T17:59:27.205228+00:00		new-unchecked
