package	file	score	line_cov_pct	uncovered_lines	source_lines	status	reasons
ai	packages/ai/src/react/copilot/CopilotPlugin.tsx	0	0.00	240	240	excluded-react	react-bound
ai	packages/ai/src/react/copilot/index.ts	0	0.00	10	10	excluded-react	react-bound
ai	packages/ai/src/react/copilot/renderCopilotBelowNodes.tsx	0	0.00	29	29	excluded-react	react-bound
ai	packages/ai/src/react/copilot/transforms/acceptCopilot.ts	0	0.00	17	17	excluded-react	react-bound
ai	packages/ai/src/react/copilot/transforms/acceptCopilotNextWord.ts	0	0.00	30	30	excluded-react	react-bound
ai	packages/ai/src/react/copilot/transforms/index.ts	0	0.00	7	7	excluded-react	react-bound
ai	packages/ai/src/react/copilot/utils/callCompletionApi.ts	0	0.00	111	111	excluded-react	react-bound
ai	packages/ai/src/react/copilot/utils/getNextWord.ts	0	87.88	4	65	excluded-react	react-bound
ai	packages/ai/src/react/copilot/utils/index.ts	0	0.00	9	9	excluded-react	react-bound
ai	packages/ai/src/react/copilot/utils/triggerCopilotSuggestion.ts	0	0.00	48	48	excluded-react	react-bound
ai	packages/ai/src/react/copilot/utils/withoutAbort.ts	0	0.00	10	10	excluded-react	react-bound
ai	packages/ai/src/react/copilot/withCopilot.ts	0	0.00	147	147	excluded-react	react-bound
ai	packages/ai/src/react/index.ts	0	0.00	8	8	excluded-react	react-bound
emoji	packages/emoji/src/lib/utils/Grid/GridSection.ts	9	0.00	80	80	candidate	runtime source, deterministic logic, package penalty -1, medium surface, zero runtime coverage
emoji	packages/emoji/src/lib/utils/IndexSearch/IndexSearch.ts	9	0.00	98	98	candidate	runtime source, deterministic logic, package penalty -1, medium surface, zero runtime coverage
emoji	packages/emoji/src/lib/BaseEmojiPlugin.ts	8	0.00	52	52	candidate	runtime source, plugin contract, package penalty -1, zero runtime coverage
emoji	packages/emoji/src/lib/transforms/insertEmoji.ts	8	0.00	15	15	candidate	runtime source, deterministic logic, package penalty -1, zero runtime coverage
emoji	packages/emoji/src/lib/utils/EmojiLibrary/EmojiInlineLibrary.ts	8	0.00	52	52	candidate	runtime source, deterministic logic, package penalty -1, zero runtime coverage
emoji	packages/emoji/src/lib/utils/Grid/Grid.ts	8	0.00	52	52	candidate	runtime source, deterministic logic, package penalty -1, zero runtime coverage
emoji	packages/emoji/src/lib/utils/IndexSearch/EmojiFloatingIndexSearch.ts	8	0.00	22	22	candidate	runtime source, deterministic logic, package penalty -1, zero runtime coverage
emoji	packages/emoji/src/lib/utils/IndexSearch/EmojiInlineIndexSearch.ts	8	0.00	28	28	candidate	runtime source, deterministic logic, package penalty -1, zero runtime coverage
emoji	packages/emoji/src/lib/constants.ts	7	0.00	135	135	candidate	runtime source, package penalty -1, medium surface, zero runtime coverage
emoji	packages/emoji/src/index.ts	0	0.00	6	6	excluded-barrel	barrel export
emoji	packages/emoji/src/lib/index.ts	0	0.00	10	10	excluded-barrel	barrel export
emoji	packages/emoji/src/lib/transforms/index.ts	0	0.00	6	6	excluded-barrel	barrel export
emoji	packages/emoji/src/lib/types.ts	0	0.00	56	56	excluded-type	type-only
emoji	packages/emoji/src/lib/utils/EmojiLibrary/EmojiLibrary.types.ts	0	0.00	18	18	excluded-type	type-only
emoji	packages/emoji/src/lib/utils/EmojiLibrary/index.ts	0	0.00	7	7	excluded-barrel	barrel export
emoji	packages/emoji/src/lib/utils/Grid/Grid.types.ts	0	0.00	40	40	excluded-type	type-only
emoji	packages/emoji/src/lib/utils/Grid/index.ts	0	0.00	8	8	excluded-barrel	barrel export
emoji	packages/emoji/src/lib/utils/index.ts	0	0.00	8	8	excluded-barrel	barrel export
emoji	packages/emoji/src/lib/utils/IndexSearch/index.ts	0	0.00	8	8	excluded-barrel	barrel export
emoji	packages/emoji/src/react/EmojiPlugin.tsx	0	0.00	10	10	excluded-react	react-bound
emoji	packages/emoji/src/react/hooks/index.ts	0	0.00	8	8	excluded-react	react-bound
emoji	packages/emoji/src/react/hooks/useEmojiDropdownMenuState.ts	0	0.00	52	52	excluded-react	react-bound
emoji	packages/emoji/src/react/hooks/useEmojiPicker.ts	0	0.00	233	233	excluded-react	react-bound
emoji	packages/emoji/src/react/hooks/useEmojiPickerState.ts	0	0.00	108	108	excluded-react	react-bound
emoji	packages/emoji/src/react/index.ts	0	0.00	9	9	excluded-react	react-bound
emoji	packages/emoji/src/react/storage/FrequentEmojiStorage.ts	0	0.00	59	59	excluded-react	react-bound
emoji	packages/emoji/src/react/storage/index.ts	0	0.00	7	7	excluded-react	react-bound
emoji	packages/emoji/src/react/storage/LocalStorage.ts	0	0.00	37	37	excluded-react	react-bound
emoji	packages/emoji/src/react/utils/EmojiLibrary/EmojiFloatingGrid.ts	0	0.00	32	32	excluded-react	react-bound
emoji	packages/emoji/src/react/utils/EmojiLibrary/EmojiFloatingGridBuilder.ts	0	0.00	63	63	excluded-react	react-bound
emoji	packages/emoji/src/react/utils/EmojiLibrary/EmojiFloatingLibrary.ts	0	0.00	94	94	excluded-react	react-bound
emoji	packages/emoji/src/react/utils/EmojiLibrary/EmojiFloatingLibrary.types.ts	0	0.00	26	26	excluded-react	react-bound
emoji	packages/emoji/src/react/utils/EmojiLibrary/index.ts	0	0.00	9	9	excluded-react	react-bound
emoji	packages/emoji/src/react/utils/EmojiObserver.ts	0	0.00	65	65	excluded-react	react-bound
emoji	packages/emoji/src/react/utils/index.ts	0	0.00	7	7	excluded-react	react-bound
list	packages/list/src/lib/queries/getSiblingListStyleType.ts	8	11.54	23	39	candidate	runtime source, deterministic logic, very low coverage
list	packages/list/src/lib/queries/someList.ts	8	14.29	12	20	candidate	runtime source, deterministic logic, very low coverage
list	packages/list/src/lib/transforms/toggleListByPath.ts	8	12.50	21	29	candidate	runtime source, deterministic logic, very low coverage
list	packages/list/src/lib/queries/someTodoList.ts	7	22.22	7	15	candidate	runtime source, deterministic logic, low coverage
list	packages/list/src/lib/transforms/setListNode.ts	7	44.74	21	53	candidate	runtime source, deterministic logic, low coverage
list	packages/list/src/lib/withList.ts	7	97.39	3	171	candidate	runtime source, deterministic logic, large surface
list	packages/list/src/lib/normalizers/normalizeListStart.ts	6	100.00	0	72	candidate	runtime source, deterministic logic, medium surface
list	packages/list/src/lib/queries/areEqListStyleType.ts	6	78.26	5	39	candidate	runtime source, deterministic logic, partial coverage
list	packages/list/src/lib/queries/getListSiblings.ts	6	100.00	0	78	candidate	runtime source, deterministic logic, medium surface
list	packages/list/src/lib/queries/getSiblingList.ts	6	86.36	6	96	candidate	runtime source, deterministic logic, medium surface
list	packages/list/src/lib/transforms/indentList.ts	6	57.69	11	42	candidate	runtime source, deterministic logic, partial coverage
list	packages/list/src/lib/transforms/setListNodes.ts	6	78.79	7	51	candidate	runtime source, deterministic logic, partial coverage
list	packages/list/src/lib/transforms/setListSiblingNodes.ts	6	79.31	6	48	candidate	runtime source, deterministic logic, partial coverage
list	packages/list/src/lib/transforms/toggleList.ts	6	97.44	2	134	candidate	runtime source, deterministic logic, medium surface
list	packages/list/src/lib/normalizers/normalizeListNotIndented.ts	5	100.00	0	19	candidate	runtime source, deterministic logic
list	packages/list/src/lib/normalizers/withInsertBreakList.ts	5	100.00	0	43	candidate	runtime source, deterministic logic
list	packages/list/src/lib/queries/expandListItemsWithChildren.ts	5	100.00	0	55	candidate	runtime source, deterministic logic
list	packages/list/src/lib/queries/getListAbove.ts	5	100.00	0	18	candidate	runtime source, deterministic logic
list	packages/list/src/lib/queries/getListChildren.ts	5	100.00	0	56	candidate	runtime source, deterministic logic
list	packages/list/src/lib/queries/getNextList.ts	5	100.00	0	30	candidate	runtime source, deterministic logic
list	packages/list/src/lib/queries/getPreviousList.ts	5	100.00	0	36	candidate	runtime source, deterministic logic
list	packages/list/src/lib/queries/isOrderedList.ts	5	100.00	0	11	candidate	runtime source, deterministic logic
list	packages/list/src/lib/transforms/outdentList.ts	5	100.00	0	16	candidate	runtime source, deterministic logic
list	packages/list/src/lib/transforms/toggleListSet.ts	5	80.00	4	29	candidate	runtime source, deterministic logic
list	packages/list/src/lib/transforms/toggleListUnset.ts	5	82.61	4	37	candidate	runtime source, deterministic logic
list	packages/list/src/lib/withNormalizeList.ts	5	100.00	0	33	candidate	runtime source, deterministic logic
list	packages/list/src/index.ts	0	100.00	0	6	excluded-barrel	barrel export
list	packages/list/src/lib/BaseListPlugin.tsx	0	88.74	17	237	excluded-react	react-bound
list	packages/list/src/lib/index.ts	0	100.00	0	12	excluded-barrel	barrel export
list	packages/list/src/lib/normalizers/index.ts	0	100.00	0	8	excluded-barrel	barrel export
list	packages/list/src/lib/queries/index.ts	0	100.00	0	17	excluded-barrel	barrel export
list	packages/list/src/lib/transforms/index.ts	0	100.00	0	14	excluded-barrel	barrel export
list	packages/list/src/lib/types.ts	0	100.00	0	70	excluded-type	type-only
list	packages/list/src/react/hooks/index.ts	0	0.00	8	8	excluded-react	react-bound
list	packages/list/src/react/hooks/useListToolbarButton.ts	0	0.00	42	42	excluded-react	react-bound
list	packages/list/src/react/hooks/useTodoListElement.ts	0	0.00	45	45	excluded-react	react-bound
list	packages/list/src/react/hooks/useTodoListToolbarButton.ts	0	0.00	42	42	excluded-react	react-bound
list	packages/list/src/react/index.ts	0	0.00	7	7	excluded-react	react-bound
list	packages/list/src/react/ListPlugin.tsx	0	0.00	9	9	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/lib/BaseHeadingPlugin.ts	6	93.55	6	130	candidate	runtime source, plugin contract, medium surface
basic-nodes	packages/basic-nodes/src/lib/BaseSubscriptPlugin.ts	5	86.36	3	26	candidate	runtime source, plugin contract
basic-nodes	packages/basic-nodes/src/lib/BaseSuperscriptPlugin.ts	5	86.36	3	26	candidate	runtime source, plugin contract
basic-nodes	packages/basic-nodes/src/lib/BaseKbdPlugin.ts	3	94.12	1	21	candidate	runtime source, plugin contract
basic-nodes	packages/basic-nodes/src/lib/BaseBasicBlocksPlugin.ts	2	100.00	0	10	candidate	runtime source, plugin contract, already mostly covered
basic-nodes	packages/basic-nodes/src/lib/BaseBasicMarksPlugin.ts	2	100.00	0	22	candidate	runtime source, plugin contract, already mostly covered
basic-nodes	packages/basic-nodes/src/lib/BaseBlockquotePlugin.ts	2	96.88	1	36	candidate	runtime source, plugin contract, already mostly covered
basic-nodes	packages/basic-nodes/src/lib/BaseBoldPlugin.ts	2	96.43	1	32	candidate	runtime source, plugin contract, already mostly covered
basic-nodes	packages/basic-nodes/src/lib/BaseCodePlugin.ts	2	95.83	1	31	candidate	runtime source, plugin contract, already mostly covered
basic-nodes	packages/basic-nodes/src/lib/BaseHighlightPlugin.ts	2	95.24	1	28	candidate	runtime source, plugin contract, already mostly covered
basic-nodes	packages/basic-nodes/src/lib/BaseHorizontalRulePlugin.ts	2	100.00	0	19	candidate	runtime source, plugin contract, already mostly covered
basic-nodes	packages/basic-nodes/src/lib/BaseItalicPlugin.ts	2	95.83	1	28	candidate	runtime source, plugin contract, already mostly covered
basic-nodes	packages/basic-nodes/src/lib/BaseStrikethroughPlugin.ts	2	96.00	1	29	candidate	runtime source, plugin contract, already mostly covered
basic-nodes	packages/basic-nodes/src/lib/BaseUnderlinePlugin.ts	2	95.83	1	28	candidate	runtime source, plugin contract, already mostly covered
basic-nodes	packages/basic-nodes/src/index.ts	0	100.00	0	6	excluded-barrel	barrel export
basic-nodes	packages/basic-nodes/src/lib/index.ts	0	100.00	0	19	excluded-barrel	barrel export
basic-nodes	packages/basic-nodes/src/react/BasicBlocksPlugin.tsx	0	100.00	0	18	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/BasicMarksPlugin.tsx	0	100.00	0	34	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/BlockquotePlugin.tsx	0	100.00	0	6	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/BoldPlugin.tsx	0	100.00	0	8	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/CodePlugin.tsx	0	100.00	0	6	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/HeadingPlugin.tsx	0	100.00	0	21	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/HighlightPlugin.tsx	0	100.00	0	6	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/HorizontalRulePlugin.tsx	0	100.00	0	6	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/index.ts	0	100.00	0	19	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/ItalicPlugin.tsx	0	100.00	0	8	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/KbdPlugin.tsx	0	100.00	0	7	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/StrikethroughPlugin.tsx	0	100.00	0	6	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/SubscriptPlugin.tsx	0	100.00	0	6	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/SuperscriptPlugin.tsx	0	100.00	0	6	excluded-react	react-bound
basic-nodes	packages/basic-nodes/src/react/UnderlinePlugin.tsx	0	100.00	0	8	excluded-react	react-bound
code-drawing	packages/code-drawing/src/lib/utils/renderers.ts	10	0.00	172	172	candidate	runtime source, deterministic logic, package penalty -1, large surface, zero runtime coverage
code-drawing	packages/code-drawing/src/lib/BaseCodeDrawingPlugin.ts	8	0.00	16	16	candidate	runtime source, plugin contract, package penalty -1, zero runtime coverage
code-drawing	packages/code-drawing/src/lib/transforms/insertCodeDrawing.ts	8	0.00	31	31	candidate	runtime source, deterministic logic, package penalty -1, zero runtime coverage
code-drawing	packages/code-drawing/src/lib/utils/download.ts	8	0.00	24	24	candidate	runtime source, deterministic logic, package penalty -1, zero runtime coverage
code-drawing	packages/code-drawing/src/lib/constants.ts	6	0.00	58	58	candidate	runtime source, package penalty -1, zero runtime coverage
code-drawing	packages/code-drawing/src/index.ts	0	0.00	6	6	excluded-barrel	barrel export
code-drawing	packages/code-drawing/src/lib/index.ts	0	0.00	10	10	excluded-barrel	barrel export
code-drawing	packages/code-drawing/src/lib/transforms/index.ts	0	0.00	6	6	excluded-barrel	barrel export
code-drawing	packages/code-drawing/src/lib/types.ts	0	0.00	8	8	excluded-type	type-only
code-drawing	packages/code-drawing/src/lib/utils/index.ts	0	0.00	7	7	excluded-barrel	barrel export
code-drawing	packages/code-drawing/src/react/CodeDrawingPlugin.tsx	0	0.00	6	6	excluded-react	react-bound
code-drawing	packages/code-drawing/src/react/index.ts	0	0.00	6	6	excluded-react	react-bound
code-drawing	packages/code-drawing/src/types/viz.d.ts	0	0.00	10	10	excluded-type	type-only
floating	packages/floating/src/utils/getBoundingClientRect.ts	5	14.29	18	25	candidate	runtime source, deterministic logic, package penalty -3, very low coverage
floating	packages/floating/src/utils/getDOMSelectionBoundingClientRect.ts	5	18.18	9	17	candidate	runtime source, deterministic logic, package penalty -3, very low coverage
floating	packages/floating/src/utils/getRangeBoundingClientRect.ts	5	16.67	10	19	candidate	runtime source, deterministic logic, package penalty -3, very low coverage
floating	packages/floating/src/utils/makeClientRect.ts	2	100.00	0	31	candidate	runtime source, deterministic logic, package penalty -3
floating	packages/floating/src/utils/mergeClientRects.ts	2	90.91	1	15	candidate	runtime source, deterministic logic, package penalty -3
floating	packages/floating/src/createVirtualElement.ts	0	18.18	9	18	excluded-react	react-bound
floating	packages/floating/src/hooks/index.ts	0	100.00	0	7	excluded-barrel	barrel export
floating	packages/floating/src/hooks/useFloatingToolbar.ts	0	3.73	155	184	excluded-react	react-bound
floating	packages/floating/src/hooks/useVirtualFloating.ts	0	10.87	41	96	excluded-react	react-bound
floating	packages/floating/src/index.ts	0	100.00	0	9	excluded-barrel	barrel export
floating	packages/floating/src/libs/floating-ui.ts	0	100.00	0	87	excluded-type	type-only
floating	packages/floating/src/libs/index.ts	0	100.00	0	6	excluded-barrel	barrel export
floating	packages/floating/src/utils/createVirtualRef.ts	0	8.70	21	35	excluded-react	react-bound
floating	packages/floating/src/utils/getSelectionBoundingClientRect.ts	0	30.00	7	17	excluded-react	react-bound
floating	packages/floating/src/utils/index.ts	0	100.00	0	12	excluded-barrel	barrel export
table	packages/table/src/lib/merge/deleteRow.ts	10	2.66	183	206	candidate	runtime source, deterministic logic, large surface, very low coverage
table	packages/table/src/lib/BaseTablePlugin.ts	9	94.78	7	243	candidate	runtime source, deterministic logic, plugin contract, large surface
table	packages/table/src/lib/withSetFragmentDataTable.ts	9	8.89	123	148	candidate	runtime source, deterministic logic, medium surface, very low coverage
table	packages/table/src/lib/merge/getSelectionWidth.ts	8	7.41	25	32	candidate	runtime source, deterministic logic, very low coverage
table	packages/table/src/lib/merge/isTableRectangular.ts	8	16.67	20	38	candidate	runtime source, deterministic logic, very low coverage
table	packages/table/src/lib/queries/getCellInNextTableRow.ts	8	11.11	16	27	candidate	runtime source, deterministic logic, very low coverage
table	packages/table/src/lib/queries/getCellInPreviousTableRow.ts	8	8.70	21	32	candidate	runtime source, deterministic logic, very low coverage
table	packages/table/src/lib/queries/getPreviousTableCell.ts	8	15.79	16	23	candidate	runtime source, deterministic logic, very low coverage
table	packages/table/src/lib/queries/getTableColumnIndex.ts	8	4.55	21	27	candidate	runtime source, deterministic logic, very low coverage
table	packages/table/src/lib/queries/getTableEntries.ts	8	7.50	37	48	candidate	runtime source, deterministic logic, very low coverage
table	packages/table/src/lib/transforms/deleteRow.ts	8	10.00	36	48	candidate	runtime source, deterministic logic, very low coverage
table	packages/table/src/lib/transforms/deleteTable.ts	8	11.76	15	20	candidate	runtime source, deterministic logic, very low coverage
table	packages/table/src/lib/transforms/setTableMarginLeft.ts	8	12.50	14	21	candidate	runtime source, deterministic logic, very low coverage
table	packages/table/src/lib/withDeleteTable.ts	8	40.54	44	92	candidate	runtime source, deterministic logic, medium surface, low coverage
table	packages/table/src/lib/withTable.ts	8	32.38	71	127	candidate	runtime source, deterministic logic, medium surface, low coverage
table	packages/table/src/lib/merge/deleteColumn.ts	7	93.38	9	186	candidate	runtime source, deterministic logic, large surface
table	packages/table/src/lib/merge/getTableGridByRange.ts	7	82.79	21	194	candidate	runtime source, deterministic logic, large surface
table	packages/table/src/lib/merge/insertTableColumn.ts	7	94.33	8	197	candidate	runtime source, deterministic logic, large surface
table	packages/table/src/lib/merge/insertTableRow.ts	7	93.89	8	187	candidate	runtime source, deterministic logic, large surface
table	packages/table/src/lib/queries/getNextTableCell.ts	7	20.00	12	19	candidate	runtime source, deterministic logic, low coverage
table	packages/table/src/lib/queries/getSelectedCellsBorders.ts	7	95.12	12	366	candidate	runtime source, deterministic logic, large surface
table	packages/table/src/lib/queries/getTableRowIndex.ts	7	22.22	7	13	candidate	runtime source, deterministic logic, low coverage
table	packages/table/src/lib/transforms/moveSelectionFromCell.ts	7	75.71	17	108	candidate	runtime source, deterministic logic, medium surface, partial coverage
table	packages/table/src/lib/transforms/overrideSelectionFromCell.ts	7	52.08	23	64	candidate	runtime source, deterministic logic, medium surface, partial coverage
table	packages/table/src/lib/transforms/setBorderSize.ts	7	95.80	5	167	candidate	runtime source, deterministic logic, large surface
table	packages/table/src/lib/withApplyTable.ts	7	69.70	30	147	candidate	runtime source, deterministic logic, medium surface, partial coverage
table	packages/table/src/lib/withInsertFragmentTable.ts	7	93.16	8	163	candidate	runtime source, deterministic logic, large surface
table	packages/table/src/lib/withTableCellSelection.tsx	7	99.22	1	190	candidate	runtime source, deterministic logic, large surface
table	packages/table/src/lib/merge/deleteRowWhenExpanded.ts	6	95.45	2	73	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/merge/mergeTableCells.ts	6	100.00	0	106	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/merge/splitTableCell.ts	6	84.04	15	137	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/queries/getTableCellBorders.ts	6	88.57	4	66	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/queries/getTableCellSize.ts	6	100.00	0	60	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/queries/getTableGridAbove.ts	6	97.44	1	64	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/queries/getTableGridByRange.ts	6	100.00	0	97	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/transforms/deleteColumn.ts	6	89.29	6	87	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/transforms/insertTable.ts	6	100.00	0	73	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/transforms/insertTableColumn.ts	6	98.00	2	141	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/transforms/insertTableRow.ts	6	97.06	2	110	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/utils/computeCellIndices.ts	6	100.00	0	99	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/withNormalizeTable.ts	6	92.66	8	146	candidate	runtime source, deterministic logic, medium surface
table	packages/table/src/lib/api/getEmptyCellNode.ts	5	100.00	0	24	candidate	runtime source, deterministic logic
table	packages/table/src/lib/api/getEmptyRowNode.ts	5	100.00	0	25	candidate	runtime source, deterministic logic
table	packages/table/src/lib/api/getEmptyTableNode.ts	5	100.00	0	38	candidate	runtime source, deterministic logic
table	packages/table/src/lib/constants.ts	5	100.00	0	7	candidate	runtime source, deterministic logic
table	packages/table/src/lib/merge/deleteColumnWhenExpanded.ts	5	100.00	0	57	candidate	runtime source, deterministic logic
table	packages/table/src/lib/merge/findCellByIndexes.ts	5	100.00	0	39	candidate	runtime source, deterministic logic
table	packages/table/src/lib/merge/getCellIndicesWithSpans.ts	5	100.00	0	13	candidate	runtime source, deterministic logic
table	packages/table/src/lib/merge/getCellPath.ts	5	100.00	0	29	candidate	runtime source, deterministic logic
table	packages/table/src/lib/merge/getTableMergedColumnCount.ts	5	100.00	0	10	candidate	runtime source, deterministic logic
table	packages/table/src/lib/normalizeInitialValueTable.ts	5	100.00	0	22	candidate	runtime source, deterministic logic
table	packages/table/src/lib/queries/getColSpan.ts	5	100.00	0	10	candidate	runtime source, deterministic logic
table	packages/table/src/lib/queries/getLeftTableCell.ts	5	100.00	0	32	candidate	runtime source, deterministic logic
table	packages/table/src/lib/queries/getRowSpan.ts	5	100.00	0	10	candidate	runtime source, deterministic logic
table	packages/table/src/lib/queries/getSelectedCellsBoundingBox.ts	5	100.00	0	32	candidate	runtime source, deterministic logic
table	packages/table/src/lib/queries/getTableAbove.ts	5	100.00	0	16	candidate	runtime source, deterministic logic
table	packages/table/src/lib/queries/getTableColumnCount.ts	5	100.00	0	15	candidate	runtime source, deterministic logic
table	packages/table/src/lib/queries/getTableOverriddenColSizes.ts	5	100.00	0	25	candidate	runtime source, deterministic logic
table	packages/table/src/lib/queries/getTopTableCell.ts	5	100.00	0	41	candidate	runtime source, deterministic logic
table	packages/table/src/lib/queries/isTableBorderHidden.ts	5	95.65	1	34	candidate	runtime source, deterministic logic
table	packages/table/src/lib/transforms/setCellBackground.ts	5	100.00	0	50	candidate	runtime source, deterministic logic
table	packages/table/src/lib/transforms/setTableColSize.ts	5	100.00	0	29	candidate	runtime source, deterministic logic
table	packages/table/src/lib/transforms/setTableRowSize.ts	5	100.00	0	27	candidate	runtime source, deterministic logic
table	packages/table/src/lib/utils/getCellIndices.ts	5	81.82	4	42	candidate	runtime source, deterministic logic
table	packages/table/src/lib/utils/getCellRowIndexByPath.ts	5	100.00	0	11	candidate	runtime source, deterministic logic
table	packages/table/src/lib/utils/getCellType.ts	5	100.00	0	6	candidate	runtime source, deterministic logic
table	packages/table/src/lib/withGetFragmentTable.ts	5	91.43	3	58	candidate	runtime source, deterministic logic
table	packages/table/src/lib/withInsertTextTable.ts	5	100.00	0	34	candidate	runtime source, deterministic logic
table	packages/table/src/index.ts	0	100.00	0	6	excluded-barrel	barrel export
table	packages/table/src/lib/api/index.ts	0	100.00	0	8	excluded-barrel	barrel export
table	packages/table/src/lib/index.ts	0	100.00	0	23	excluded-barrel	barrel export
table	packages/table/src/lib/merge/index.ts	0	100.00	0	20	excluded-barrel	barrel export
table	packages/table/src/lib/queries/index.ts	0	100.00	0	26	excluded-barrel	barrel export
table	packages/table/src/lib/transforms/index.ts	0	100.00	0	18	excluded-barrel	barrel export
table	packages/table/src/lib/types.ts	0	0.00	0	12	excluded-type	type-only
table	packages/table/src/lib/utils/index.ts	0	100.00	0	9	excluded-barrel	barrel export
table	packages/table/src/react/components/index.ts	0	0.00	7	7	excluded-react	react-bound
table	packages/table/src/react/components/TableCellElement/getOnSelectTableBorderFactory.ts	0	59.15	58	215	excluded-react	react-bound
table	packages/table/src/react/components/TableCellElement/index.ts	0	0.00	13	13	excluded-react	react-bound
table	packages/table/src/react/components/TableCellElement/roundCellSizeToStep.ts	0	100.00	0	7	excluded-react	react-bound
table	packages/table/src/react/components/TableCellElement/TableCellElement.fixtures.tsx	0	0.00	44	44	excluded-react	react-bound
table	packages/table/src/react/components/TableCellElement/useIsCellSelected.ts	0	0.00	12	12	excluded-react	react-bound
table	packages/table/src/react/components/TableCellElement/useTableBordersDropdownMenuContentState.ts	0	0.00	43	43	excluded-react	react-bound
table	packages/table/src/react/components/TableCellElement/useTableCellBorders.ts	0	0.00	25	25	excluded-react	react-bound
table	packages/table/src/react/components/TableCellElement/useTableCellElement.ts	0	0.00	69	69	excluded-react	react-bound
table	packages/table/src/react/components/TableCellElement/useTableCellElementResizable.ts	0	0.00	217	217	excluded-react	react-bound
table	packages/table/src/react/components/TableCellElement/useTableCellSize.ts	0	0.00	35	35	excluded-react	react-bound
table	packages/table/src/react/components/TableElement/index.ts	0	0.00	8	8	excluded-react	react-bound
table	packages/table/src/react/components/TableElement/useSelectedCells.ts	0	0.00	55	55	excluded-react	react-bound
table	packages/table/src/react/components/TableElement/useTableColSizes.ts	0	0.00	42	42	excluded-react	react-bound
table	packages/table/src/react/components/TableElement/useTableElement.ts	0	0.00	37	37	excluded-react	react-bound
table	packages/table/src/react/hooks/index.ts	0	0.00	7	7	excluded-react	react-bound
table	packages/table/src/react/hooks/useCellIndices.ts	0	0.00	27	27	excluded-react	react-bound
table	packages/table/src/react/hooks/useTableMergeState.ts	0	0.00	61	61	excluded-react	react-bound
table	packages/table/src/react/index.ts	0	0.00	10	10	excluded-react	react-bound
table	packages/table/src/react/onKeyDownTable.ts	0	0.00	63	63	excluded-react	react-bound
table	packages/table/src/react/stores/index.ts	0	0.00	6	6	excluded-react	react-bound
table	packages/table/src/react/stores/useTableStore.ts	0	0.00	58	58	excluded-react	react-bound
table	packages/table/src/react/TablePlugin.tsx	0	0.00	24	24	excluded-react	react-bound
cursor	packages/cursor/src/queries/getSelectionRects.ts	8	0.00	78	78	candidate	runtime source, deterministic logic, package penalty -2, medium surface, zero runtime coverage
cursor	packages/cursor/src/queries/getCaretPosition.ts	7	0.00	26	26	candidate	runtime source, deterministic logic, package penalty -2, zero runtime coverage
cursor	packages/cursor/src/queries/getCursorOverlayState.ts	7	0.00	37	37	candidate	runtime source, deterministic logic, package penalty -2, zero runtime coverage
cursor	packages/cursor/src/components/CursorOverlay.tsx	0	0.00	120	120	excluded-react	react-bound
cursor	packages/cursor/src/components/index.ts	0	0.00	6	6	excluded-barrel	barrel export
cursor	packages/cursor/src/hooks/index.ts	0	0.00	8	8	excluded-barrel	barrel export
cursor	packages/cursor/src/hooks/useCursorOverlayPositions.ts	0	0.00	113	113	excluded-react	react-bound
cursor	packages/cursor/src/hooks/useRefreshOnResize.ts	0	0.00	48	48	excluded-react	react-bound
cursor	packages/cursor/src/hooks/useRequestReRender.ts	0	0.00	45	45	excluded-react	react-bound
cursor	packages/cursor/src/index.ts	0	0.00	9	9	excluded-barrel	barrel export
cursor	packages/cursor/src/queries/index.ts	0	0.00	8	8	excluded-barrel	barrel export
cursor	packages/cursor/src/types.ts	0	0.00	34	34	excluded-react	react-bound
