source	categories	file	line	text
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	226	- [x] Batch 084 docs 831-840: 10 docs, 2374 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	227	- [x] Batch 085 docs 841-850: 10 docs, 263 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	228	- [x] Batch 086 docs 851-860: 10 docs, 387 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	229	- [x] Batch 087 docs 861-870: 10 docs, 152 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	230	- [x] Batch 088 docs 871-880: 10 docs, 80 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	231	- [x] Batch 089 docs 881-890: 10 docs, 115 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	232	- [x] Batch 090 docs 891-900: 10 docs, 49 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	233	- [x] Batch 091 docs 901-910: 10 docs, 57 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	234	- [x] Batch 092 docs 911-920: 10 docs, 57 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	235	- [x] Batch 093 docs 921-930: 10 docs, 133 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	236	- [x] Batch 094 docs 931-940: 10 docs, 108 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	237	- [x] Batch 095 docs 941-950: 10 docs, 121 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	238	- [x] Batch 096 docs 951-960: 10 docs, 53 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	239	- [x] Batch 097 docs 961-970: 10 docs, 55 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	240	- [x] Batch 098 docs 971-980: 10 docs, 27 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	241	- [x] Batch 099 docs 981-990: 10 docs, 43 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	242	- [x] Batch 100 docs 991-1000: 10 docs, 64 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	243	- [x] Batch 101 docs 1001-1010: 10 docs, 57 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	244	- [x] Batch 102 docs 1011-1020: 10 docs, 91 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	245	- [x] Batch 103 docs 1021-1030: 10 docs, 97 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	246	- [x] Batch 104 docs 1031-1040: 10 docs, 56 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	247	- [x] Batch 105 docs 1041-1050: 10 docs, 51 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	248	- [x] Batch 106 docs 1051-1060: 10 docs, 45 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	249	- [x] Batch 107 docs 1061-1070: 10 docs, 44 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	250	- [x] Batch 108 docs 1071-1080: 10 docs, 44 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	251	- [x] Batch 109 docs 1081-1090: 10 docs, 49 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	252	- [x] Batch 110 docs 1091-1100: 10 docs, 64 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	253	- [x] Batch 111 docs 1101-1110: 10 docs, 63 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	254	- [x] Batch 112 docs 1111-1120: 10 docs, 106 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	255	- [x] Batch 113 docs 1121-1130: 10 docs, 86 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	256	- [x] Batch 114 docs 1131-1140: 10 docs, 86 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	257	- [x] Batch 115 docs 1141-1150: 10 docs, 84 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	258	- [x] Batch 116 docs 1151-1160: 10 docs, 95 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	259	- [x] Batch 117 docs 1161-1170: 10 docs, 53 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	260	- [x] Batch 118 docs 1171-1180: 10 docs, 76 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	261	- [x] Batch 119 docs 1181-1190: 10 docs, 75 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	262	- [x] Batch 120 docs 1191-1200: 10 docs, 32 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	263	- [x] Batch 121 docs 1201-1210: 10 docs, 56 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	264	- [x] Batch 122 docs 1211-1220: 10 docs, 61 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	265	- [x] Batch 123 docs 1221-1230: 10 docs, 83 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	266	- [x] Batch 124 docs 1231-1240: 10 docs, 106 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	267	- [x] Batch 125 docs 1241-1250: 10 docs, 93 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	268	- [x] Batch 126 docs 1251-1260: 10 docs, 43 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	269	- [x] Batch 127 docs 1261-1270: 10 docs, 85 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	270	- [x] Batch 128 docs 1271-1280: 10 docs, 1130 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	271	- [x] Batch 129 docs 1281-1287: 7 docs, 74 decision lines, exact paths in .tmp/vision-decision-docs.json
working-tree	vision,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	277	| Current-state source audit | yes | Map current owner, boundaries, constraints, and affected surfaces | Source owner is .agents/rules/vision.mdc; mirror synced by pnpm install. |
working-tree	vision,supervisor,api_dx,proof	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	287	| Goal plan complete | yes | Run node .agents/skills/autogoal/scripts/check-complete.mjs docs/plans/2026-06-03-polish-vision-from-decision-docs.md | Recorded in Verification evidence. |
working-tree	vision,supervisor	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	293	| Agent action discoverability | yes | Source-audit the skill/rule path an agent will read | New checkpoint doctrine visible in .agents/skills/vision/SKILL.md. |
working-tree	vision,supervisor,maintainer,proof	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	303	| Implementation or plan artifact | complete | vision source rule patched; batch ledger recorded | verification |
working-tree	vision	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	315	- Chosen: update vision with reusable doctrine only.
working-tree	vision	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	322	- Patched .agents/rules/vision.mdc.
working-tree	vision	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	323	- Regenerated .agents/skills/vision/SKILL.md with pnpm install.
working-tree	vision,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	325	- Kept skipped-doc details in .tmp/vision-decision-docs.json.
working-tree	vision,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	339	- Artifacts: .tmp/vision-decision-docs.json, .tmp/vision-decision-batches.md, .tmp/vision-decision-themes.md.
working-tree	vision	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	341	- rg source/mirror audit: new doctrine found in .agents/rules/vision.mdc and .agents/skills/vision/SKILL.md.
working-tree	vision,supervisor	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	347	- Recommendation: keep vision as the checkpoint-zero taste skill and keep long batch evidence out of it.
working-tree	vision,supervisor	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	354	- Next owner: vision for reusable taste; slate-automation consumes it at checkpoint zero.
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-polish-vision-from-decision-docs.md	365	| What is the goal? | Polish vision from decision-bearing docs with one checked batch per 10 docs |
working-tree	vision,supervisor,maintainer	docs/plans/2026-06-03-resolve-slate-issue-12-partial-selection-undo.md	93	| Skill analysis before edits | yes | Read `slate-automation`, `resolve-slate-issue`, `autogoal`, and `vision`. |
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-slate-automation-one-hour-stable-loop-2.md	66	| Skill analysis before edits | yes | Read `slate-automation`, `vision`, `autogoal`, `docs/slate-v2/agent-start.md`, and the prior completed automation plan before edits. |
working-tree	vision,api_dx	docs/plans/2026-06-03-slate-automation-one-hour-stable-loop.md	69	- Source of truth: `.tmp/slate-v2` source/tests/examples for Slate runtime; `docs/slate-v2/agent-start.md` and `vision` for current claim/taste; `.agents/rules/**` for skills if workflow repair is needed; this plan for run state.
working-tree	vision,api_dx	docs/plans/2026-06-03-slate-automation-one-hour-stable-loop.md	108	| Skill analysis before edits | yes | Used user-provided `slate-automation`; read `vision`; read `docs/slate-v2/agent-start.md`; compared prior stable automation plan. |
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-03-slate-automation-one-hour-stable-loop.md	110	| Source of truth read before edits | yes | `vision`, `docs/slate-v2/agent-start.md`, and prior loop plan read; target source/tests will be read before any patch. |
working-tree	vision,editor_behavior	docs/plans/2026-06-03-slate-automation-one-hour-stable-loop.md	233	| Intake and source read | done | created plan; read `slate-automation`, `vision`, video evidence, and selection-runtime owner | implementation |
working-tree	vision,supervisor	docs/plans/2026-06-03-slate-automation-stable-feature-validation-loop-2.md	161	| Skill analysis before edits | yes | Read `slate-automation` from user prompt, `vision`, and `autogoal`; first checkpoint follows their contracts. |
working-tree	vision,supervisor	docs/plans/2026-06-03-slate-automation-stable-feature-validation-resume.md	147	| Skill analysis before edits | yes | read `slate-automation`, `autogoal`, and `vision` |
working-tree	vision	docs/plans/2026-06-03-slate-automation-stable-feature-validation-resume.md	149	| Source of truth read before edits | yes | `vision`; target source/tests read during implementation before patches |
working-tree	vision,editor_behavior,proof	docs/plans/2026-06-03-slate-automation-stable-feature-validation-resume.md	182	`slate-automation`, `vision`, Browser skill/client surface, and
working-tree	vision	docs/plans/2026-06-03-stable-slate-automation-batch.md	79	- [x] Read `slate-automation`, `vision`, and Slate v2 agent start.
working-tree	vision	docs/plans/2026-06-03-stable-slate-automation-batch.md	120	- [x] Read `vision` generated skill.
working-tree	vision,proof	docs/plans/2026-06-03-stable-slate-automation-batch.md	132	| P0 | taste | automation scope is stable-feature validation, not pagination optimization | user request, `slate-automation`, `vision`, `agent-start` | keep | scope and stop policy are clear | behavior proof |
working-tree	vision,research,maintainer,proof	docs/plans/2026-06-04-prosemirror-issue-by-issue-closure.md	74	- Source of truth: `slate-automation`, `vision`, `editor-test-harvester`, `clawsweeper`, ProseMirror issue artifacts, current `.tmp/slate-v2` tests/source, and Plate coverage when exact coverage exists.
working-tree	vision,supervisor,maintainer,proof	docs/plans/2026-06-04-prosemirror-issue-by-issue-closure.md	115	| Skill analysis before edits | yes | `slate-automation` provided by user; `autogoal`, `editor-test-harvester`, `clawsweeper`, and `vision` used from current session context. |
working-tree	vision,research,maintainer,proof	docs/plans/2026-06-04-prosemirror-issue-harvest-slate-v2.md	63	- Source of truth: `slate-automation`, `editor-test-harvester`, `clawsweeper`, `vision`, local `../prosemirror`, `.tmp/slate-v2` current tests/source.
working-tree	vision,supervisor,maintainer,proof	docs/plans/2026-06-04-prosemirror-issue-harvest-slate-v2.md	104	| Skill analysis before edits | yes | Read `slate-automation`, `autogoal`, `editor-test-harvester`, `clawsweeper`, and `vision`. |
working-tree	vision,api_dx	docs/plans/2026-06-04-slate-v2-current-tree-stable-behavior.md	82	`docs/slate-v2/agent-start.md`, `vision`, and this active plan.
working-tree	vision	docs/plans/2026-06-04-slate-v2-current-tree-stable-behavior.md	101	requires user taste not covered by `vision` and has no safe
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-04-slate-v2-current-tree-stable-behavior.md	132	| Skill analysis before edits | yes | Read `slate-automation`, `vision`, `autogoal`, and `docs/slate-v2/agent-start.md`. |
working-tree	vision,api_dx	docs/plans/2026-06-04-slate-v2-current-tree-stable-behavior.md	134	| Source of truth read before edits | yes | `docs/slate-v2/agent-start.md`, `vision`, and live `.tmp/slate-v2` root listed. |
working-tree	vision,editor_behavior,api_dx,proof	docs/plans/2026-06-04-slate-v2-current-tree-stable-behavior.md	155	| Agent-facing action surface identified | yes | `slate-automation`, `slate-browser` proof helper docs/API, and `vision` taste gaps. |
working-tree	vision,api_dx	docs/plans/2026-06-04-slate-v2-current-tree-stable-behavior.md	288	| P0 | requirement extraction | Prompt constraints must be durable before implementation to avoid compaction misses. | This plan; `vision`; `slate-automation`; `docs/slate-v2/agent-start.md` | Requirement rows filled before current-tree audit. | keep | Current-tree closure |
working-tree	vision,api_dx	docs/plans/2026-06-04-slate-v2-default-automation-continuation.md	65	`.agents/skills/vision/SKILL.md`, `docs/slate-v2/agent-start.md`,
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-04-slate-v2-default-automation-continuation.md	112	| Skill analysis before edits | yes | Read `slate-automation`, `autogoal`, `vision`, and `docs/slate-v2/agent-start.md`. |
working-tree	vision,api_dx	docs/plans/2026-06-04-slate-v2-default-automation-continuation.md	114	| Source of truth read before edits | yes | Read `vision`, `agent-start`, prior docs/API parity plan, hook docs, public surface contract, and live slate-react exports. |
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-04-slate-v2-docs-public-api-dx-parity.md	60	| Skill analysis before edits | yes | Read `slate-automation`, `autogoal`, `vision`, `slate-plan`, and `docs/slate-v2/agent-start.md`. |
working-tree	vision	docs/plans/2026-06-04-slate-v2-hard-cut-aliases.md	67	`vision` hard-cut taste rule.
working-tree	vision	docs/plans/2026-06-04-slate-v2-hard-cut-aliases.md	81	`vision` does not cover the taste decision, or if package checks
working-tree	vision,supervisor	docs/plans/2026-06-04-slate-v2-hard-cut-aliases.md	112	| Skill analysis before edits | yes | Read `slate-automation`, `hard-cut`, `autogoal`, and `vision`. |
working-tree	vision	docs/plans/2026-06-04-slate-v2-huge-document-correctness-perf-7h.md	108	- Source of truth: latest user prompt, this plan, `vision`,
working-tree	vision	docs/plans/2026-06-04-slate-v2-huge-document-correctness-perf-7h.md	133	`vision`, or the same real blocker repeated with no safe alternate
working-tree	vision,supervisor,api_dx,research,maintainer,proof	docs/plans/2026-06-04-slate-v2-huge-document-correctness-perf-7h.md	282	| 0 | add/update | huge correctness, perf hygiene, external comparison, issue-ledger, API/DX, benchmark hygiene, skill repair checkpoints | latest user prompt and `vision` | User gave an ordered 7h loop and explicitly forbade perf-before-correctness and shallow issue-ledger work. | keep |
working-tree	vision	docs/plans/2026-06-04-slate-v2-huge-document-correctness-perf-7h.md	343	user's latest request, `vision`, and current source evidence outrank
working-tree	vision,supervisor,proof	docs/plans/2026-06-04-slate-v2-huge-document-correctness-perf-7h.md	351	| `vision` read as checkpoint zero | yes | Read `.agents/skills/vision/SKILL.md`; key rule: correctness before perf, no debounce theater, behavior proof before green claims. |
working-tree	vision,editor_behavior,maintainer,proof	docs/plans/2026-06-04-slate-v2-huge-document-correctness-perf-7h.md	458	| P0 | 0 | slate-automation | Correctness must gate perf and issue ledgers or the 7h run will optimize lies and make shallow checkmarks. | This plan, `vision`, `agent-start`, `slate-automation` rule | No runtime claim yet. | keep | status + huge-doc source/test/benchmark scan |
working-tree	vision	docs/plans/2026-06-05-huge-document-staged-behavior-perf-closure.md	88	plan; `vision` for reusable taste.
working-tree	vision,supervisor,editor_behavior,proof	docs/plans/2026-06-05-huge-document-staged-behavior-perf-closure.md	161	| `vision` read as checkpoint zero | yes | Behavior before perf, native proof before model-only, no hidden debounce. |
working-tree	vision,api_dx,proof	docs/plans/2026-06-05-slate-v2-full-confidence-automation-backlog.md	94	`docs/slate-v2/agent-start.md`, `vision`, benchmark targets, and
working-tree	vision,supervisor	docs/plans/2026-06-05-slate-v2-full-confidence-automation-backlog.md	119	reusable taste in `vision` with no safe alternate checkpoint.
working-tree	vision,supervisor,api_dx	docs/plans/2026-06-05-slate-v2-full-confidence-automation-backlog.md	160	| checkpoint-zero | slate-automation | complete | P0 | Copy prompt requirements and read north-star before implementation. | Requirements copied; `vision` and `docs/slate-v2/agent-start.md` read. | updated from seed |
working-tree	vision,supervisor,editor_behavior,api_dx,proof	docs/plans/2026-06-05-slate-v2-full-confidence-automation-backlog.md	188	| 0 | update/split/add/reprioritize | all prompt lanes | current user prompt + `vision` + `docs/slate-v2/agent-start.md` | template was too broad for "loop each until fully confident"; selection/oracle confidence must lead perf | checkpoint-zero complete; next status-and-current-evidence |
working-tree	vision	docs/plans/2026-06-05-slate-v2-full-confidence-automation-backlog.md	225	user's latest request, `vision`, and current source evidence outrank
working-tree	vision,supervisor	docs/plans/2026-06-05-slate-v2-full-confidence-automation-backlog.md	233	| `vision` read as checkpoint zero | yes | Read `/Users/zbeyens/git/plate-2/.agents/skills/vision/SKILL.md`. |
working-tree	vision,supervisor,api_dx,proof	docs/plans/2026-06-05-slate-v2-full-confidence-automation-backlog.md	346	| P0-checkpoint-zero | 0 | slate-automation | A huge prompt will lose requirements unless every lane becomes a checkable row first. | Edited this plan; read `vision`, `docs/slate-v2/agent-start.md`, benchmark targets, memory registry. | No runtime proof yet. | keep | status-and-current-evidence |
working-tree	vision	docs/plans/2026-06-05-slate-v2-full-confidence-automation-backlog.md	513	- Read `/Users/zbeyens/git/plate-2/.agents/skills/vision/SKILL.md`.
working-tree	vision	docs/plans/2026-06-05-slate-v2-huge-doc-native-shift-down-parity.md	119	architecture decision not covered by `vision`, or if the timebox
working-tree	vision	docs/plans/2026-06-05-slate-v2-huge-doc-native-shift-down-parity.md	197	user's latest request, `vision`, and current source evidence outrank
working-tree	vision,supervisor,editor_behavior,proof	docs/plans/2026-06-05-slate-v2-huge-doc-native-shift-down-parity.md	205	| `vision` read as checkpoint zero | yes | `.agents/skills/vision/SKILL.md` read; it rejects non-native/model-only browser proof. |
working-tree	vision,editor_behavior,proof	docs/plans/2026-06-05-slate-v2-huge-doc-staged-selection-regression-new-video.md	119	architecture decision not covered by `vision`, or if local browser
working-tree	vision	docs/plans/2026-06-05-slate-v2-huge-doc-staged-selection-regression-new-video.md	197	user's latest request, `vision`, and current source evidence outrank
working-tree	vision,supervisor,proof	docs/plans/2026-06-05-slate-v2-huge-doc-staged-selection-regression-new-video.md	205	| `vision` read as checkpoint zero | yes | `.agents/skills/vision/SKILL.md` read; it rejects model-only proof and one-row greens. |
working-tree	vision	docs/plans/2026-06-05-slate-v2-huge-doc-vertical-shiftdown-closure.md	114	decision not covered by `vision`, or a proven plateau after
working-tree	vision	docs/plans/2026-06-05-slate-v2-huge-doc-vertical-shiftdown-closure.md	187	user's latest request, `vision`, and current source evidence outrank
working-tree	vision,supervisor	docs/plans/2026-06-05-slate-v2-huge-doc-vertical-shiftdown-closure.md	195	| `vision` read as checkpoint zero | yes | Read `/Users/zbeyens/git/plate-2/.agents/skills/vision/SKILL.md`; no taste gap before first runtime investigation. |
working-tree	vision	docs/plans/2026-06-05-slate-v2-huge-doc-visible-shift-selection-latency.md	86	current plan, and `vision`
working-tree	vision	docs/plans/2026-06-05-slate-v2-huge-doc-visible-shift-selection-latency.md	177	user's latest request, `vision`, and current source evidence outrank
working-tree	vision,supervisor,proof	docs/plans/2026-06-05-slate-v2-huge-doc-visible-shift-selection-latency.md	185	| `vision` read as checkpoint zero | yes | Read `/Users/zbeyens/git/plate-2/.agents/skills/vision/SKILL.md`; taste says visible proof beats model-only/nearby metrics. |
working-tree	vision,api_dx	docs/plans/2026-06-05-slate-v2-one-hour-continuation.md	103	`docs/slate-v2/agent-start.md`, `vision`, and completed active
working-tree	vision	docs/plans/2026-06-05-slate-v2-one-hour-continuation.md	125	decision is missing from `vision` and no safe alternate owner
working-tree	vision,supervisor	docs/plans/2026-06-05-slate-v2-one-hour-continuation.md	167	| checkpoint-zero | slate-automation | complete | P0 | Copy prompt requirements and read north-star before implementation. | Requirement rows complete; `vision`, `agent-start`, and completed backlog plans read. | updated |
working-tree	vision	docs/plans/2026-06-05-slate-v2-one-hour-continuation.md	210	user's latest request, `vision`, and current source evidence outrank
working-tree	vision,supervisor	docs/plans/2026-06-05-slate-v2-one-hour-continuation.md	218	| `vision` read as checkpoint zero | yes | Read `/Users/zbeyens/git/plate-2/.agents/skills/vision/SKILL.md`. |
working-tree	vision	docs/plans/2026-06-05-slate-v2-one-hour-continuation.md	436	- Read `/Users/zbeyens/git/plate-2/.agents/skills/vision/SKILL.md`.
working-tree	vision	docs/plans/2026-06-05-slate-v2-two-hour-backlog-continuation.md	101	to keep/revert/quarantine, or a taste gap not covered by `vision`.
working-tree	vision,supervisor,proof	docs/plans/2026-06-05-slate-v2-two-hour-backlog-continuation.md	140	| checkpoint-zero | slate-automation | complete | P0 | Prompt only says `2h loops`; copied timing, boundary, stop, proof, and handoff contract before implementation; `vision` read. | Requirement rows complete. | update |
working-tree	vision	docs/plans/2026-06-05-slate-v2-two-hour-backlog-continuation.md	178	user's latest request, `vision`, and current source evidence outrank
working-tree	vision,supervisor	docs/plans/2026-06-05-slate-v2-two-hour-backlog-continuation.md	186	| `vision` read as checkpoint zero | yes | Read `/Users/zbeyens/git/plate-2/.agents/skills/vision/SKILL.md`. |
working-tree	vision,supervisor	docs/plans/2026-06-05-slate-v2-two-hour-backlog-continuation.md	411	- Read `autogoal` and `vision` before implementation.
working-tree	vision,api_dx	docs/plans/2026-06-05-slate-v2-two-hour-staged-full-dom-experiments.md	115	`vision`, `docs/slate-v2/agent-start.md`, and recent completed
working-tree	vision	docs/plans/2026-06-05-slate-v2-two-hour-staged-full-dom-experiments.md	134	next safe move needs missing user taste not covered by `vision` and
working-tree	vision	docs/plans/2026-06-05-slate-v2-two-hour-staged-full-dom-experiments.md	227	user's latest request, `vision`, and current source evidence outrank
working-tree	vision,supervisor	docs/plans/2026-06-05-slate-v2-two-hour-staged-full-dom-experiments.md	235	| `vision` read as checkpoint zero | yes | Read `/Users/zbeyens/git/plate-2/.agents/skills/vision/SKILL.md`; no missing taste blocker for this lane. |
working-tree	vision	docs/plans/2026-06-05-slate-v2-two-hour-staged-full-dom-experiments.md	452	- Read `/Users/zbeyens/git/plate-2/.agents/skills/vision/SKILL.md`.
working-tree	vision,editor_behavior	docs/plans/2026-06-05-staged-huge-document-selection-delete-stability.md	61	by `vision`, a staged architecture decision owned by `slate-plan`, or
working-tree	vision	docs/plans/2026-06-05-staged-huge-document-selection-delete-stability.md	155	| `vision` read | yes | Taste boundary checked before implementation; no uncovered taste gap blocked runtime work. |
working-tree	vision,api_dx	docs/plans/2026-06-06-huge-document-all-lanes.md	98	plan, `docs/slate-v2/agent-start.md`, `vision`, and the current
working-tree	vision	docs/plans/2026-06-06-huge-document-all-lanes.md	122	reusable taste decision not covered by `vision` and no safe
working-tree	vision	docs/plans/2026-06-06-huge-document-all-lanes.md	202	user's latest request, `vision`, and current source evidence outrank
working-tree	vision,supervisor	docs/plans/2026-06-06-huge-document-all-lanes.md	210	| `vision` read as checkpoint zero | yes | `.agents/skills/vision/SKILL.md` read |
working-tree	vision,supervisor,proof	docs/plans/2026-06-06-perfect-slate-v2-autodidact-loop.md	24	- completion threshold summary: run autonomous Slate v2 checkpoints for at least 6h; every packet gets keep/revert/quarantine, proof, changed-list, review-attention, and next-owner rows; if obvious backlog is empty before the deadline, enter supervision mode and generate the next checkpoint from `vision` plus current evidence
working-tree	vision,api_dx	docs/plans/2026-06-06-perfect-slate-v2-autodidact-loop.md	39	- target "perfect v2", interpreted through `vision`: stabilize behavior first, then improve perf, then clean API/DX, then prove readiness;
working-tree	vision,api_dx	docs/plans/2026-06-06-perfect-slate-v2-autodidact-loop.md	89	plan, `slate-automation`, `vision`, relevant docs under
working-tree	vision,supervisor	docs/plans/2026-06-06-perfect-slate-v2-autodidact-loop.md	100	- Agent/skill surfaces: `slate-automation`, `vision`, autogoal
working-tree	vision,supervisor	docs/plans/2026-06-06-perfect-slate-v2-autodidact-loop.md	115	`vision` when no safe alternate checkpoint remains.
